pokemon,move,move_kind,type,stab_bonus,damage,energy,damage_per_energy,effect,archetype,notes
Necrozma (Ultra),Dark Pulse,charged,dark,1.0,80,50,1.6,,General,
Necrozma (Ultra),Future Sight,charged,psychic,1.2,110,65,1.69,,Nuke,
Necrozma (Ultra),Iron Head,charged,steel,1.0,70,50,1.4,,General,
Necrozma (Ultra),Outrage,charged,dragon,1.2,110,60,1.83,,Nuke,
Nickit,Night Slash,charged,dark,1.2,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Nickit,Play Rough,charged,fairy,1.0,90,60,1.5,,High Energy,
Nidoking,Earth Power,charged,ground,1.2,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Nidoking,Earthquake,charged,ground,1.2,110,65,1.69,,Nuke,
Nidoking,Megahorn,charged,bug,1.0,110,55,2.0,,Nuke,
Nidoking,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Nidoking,Sand Tomb,charged,ground,1.2,25,40,0.62,100% chance -1 Def opponent,Debuff Spam/Bait,
Nidoking,Sludge Wave,charged,poison,1.2,110,65,1.69,,Nuke,
Nidoking (Shadow),Earth Power,charged,ground,1.2,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Nidoking (Shadow),Earthquake,charged,ground,1.2,110,65,1.69,,Nuke,
Nidoking (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Nidoking (Shadow),Megahorn,charged,bug,1.0,110,55,2.0,,Nuke,
Nidoking (Shadow),Sand Tomb,charged,ground,1.2,25,40,0.62,100% chance -1 Def opponent,Debuff Spam/Bait,
Nidoking (Shadow),Sludge Wave,charged,poison,1.2,110,65,1.69,,Nuke,
Nidoqueen,Earth Power,charged,ground,1.2,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Nidoqueen,Earthquake,charged,ground,1.2,110,65,1.69,,Nuke,
Nidoqueen,Poison Fang,charged,poison,1.2,45,40,1.12,100% chance -1 Def opponent,Debuff Spam/Bait,
Nidoqueen,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Nidoqueen,Sludge Wave,charged,poison,1.2,110,65,1.69,,Nuke,
Nidoqueen,Stone Edge,charged,rock,1.0,100,55,1.82,,Nuke,
Nidoqueen (Shadow),Earth Power,charged,ground,1.2,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Nidoqueen (Shadow),Earthquake,charged,ground,1.2,110,65,1.69,,Nuke,
Nidoqueen (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Nidoqueen (Shadow),Poison Fang,charged,poison,1.2,45,40,1.12,100% chance -1 Def opponent,Debuff Spam/Bait,
Nidoqueen (Shadow),Sludge Wave,charged,poison,1.2,110,65,1.69,,Nuke,
Nidoqueen (Shadow),Stone Edge,charged,rock,1.0,100,55,1.82,,Nuke,
Nidoran Female,Body Slam,charged,normal,1.0,50,35,1.43,,Spam/Bait,
Nidoran Female,Poison Fang,charged,poison,1.2,45,40,1.12,100% chance -1 Def opponent,Debuff Spam/Bait,
Nidoran Female,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Nidoran Female,Sludge Bomb,charged,poison,1.2,80,50,1.6,,General,
Nidoran Female (Shadow),Body Slam,charged,normal,1.0,50,35,1.43,,Spam/Bait,
Nidoran Female (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Nidoran Female (Shadow),Poison Fang,charged,poison,1.2,45,40,1.12,100% chance -1 Def opponent,Debuff Spam/Bait,
Nidoran Female (Shadow),Sludge Bomb,charged,poison,1.2,80,50,1.6,,General,
Nidoran Male,Body Slam,charged,normal,1.0,50,35,1.43,,Spam/Bait,
Nidoran Male,Horn Attack,charged,normal,1.0,40,35,1.14,,Spam/Bait,
Nidoran Male,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Nidoran Male,Sludge Bomb,charged,poison,1.2,80,50,1.6,,General,
Nidoran Male (Shadow),Body Slam,charged,normal,1.0,50,35,1.43,,Spam/Bait,
Nidoran Male (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Nidoran Male (Shadow),Horn Attack,charged,normal,1.0,40,35,1.14,,Spam/Bait,
Nidoran Male (Shadow),Sludge Bomb,charged,poison,1.2,80,50,1.6,,General,
Nidorina,Dig,charged,ground,1.0,70,50,1.4,,High Energy,
Nidorina,Poison Fang,charged,poison,1.2,45,40,1.12,100% chance -1 Def opponent,Debuff Spam/Bait,
Nidorina,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Nidorina,Sludge Bomb,charged,poison,1.2,80,50,1.6,,General,
Nidorina,Thunderbolt,charged,electric,1.0,90,55,1.64,,High Energy,
Nidorina (Shadow),Dig,charged,ground,1.0,70,50,1.4,,High Energy,
Nidorina (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Nidorina (Shadow),Poison Fang,charged,poison,1.2,45,40,1.12,100% chance -1 Def opponent,Debuff Spam/Bait,
Nidorina (Shadow),Sludge Bomb,charged,poison,1.2,80,50,1.6,,General,
Nidorina (Shadow),Thunderbolt,charged,electric,1.0,90,55,1.64,,High Energy,
Nidorino,Dig,charged,ground,1.0,70,50,1.4,,High Energy,
Nidorino,Horn Attack,charged,normal,1.0,40,35,1.14,,Spam/Bait,
Nidorino,Ice Beam,charged,ice,1.0,90,55,1.64,,High Energy,
Nidorino,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Nidorino,Sludge Bomb,charged,poison,1.2,80,50,1.6,,General,
Nidorino (Shadow),Dig,charged,ground,1.0,70,50,1.4,,High Energy,
Nidorino (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Nidorino (Shadow),Horn Attack,charged,normal,1.0,40,35,1.14,,Spam/Bait,
Nidorino (Shadow),Ice Beam,charged,ice,1.0,90,55,1.64,,High Energy,
Nidorino (Shadow),Sludge Bomb,charged,poison,1.2,80,50,1.6,,General,
Nihilego,Gunk Shot,charged,poison,1.2,130,75,1.73,,Nuke,
Nihilego,Power Gem,charged,rock,1.2,85,50,1.7,,General,
Nihilego,Rock Slide,charged,rock,1.2,65,45,1.44,,General,
Nihilego,Sludge Bomb,charged,poison,1.2,80,50,1.6,,General,
Nincada,Aerial Ace,charged,flying,1.0,55,40,1.38,,General,
Nincada,Bug Buzz,charged,bug,1.2,100,60,1.67,30.0% chance -1 Def opponent,High Energy Debuff,
Nincada,Night Slash,charged,dark,1.0,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Ninetales,Fire Blast,charged,fire,1.2,140,80,1.75,,Nuke,elite
Ninetales,Flamethrower,charged,fire,1.2,90,55,1.64,,High Energy,elite
Ninetales,Heat Wave,charged,fire,1.2,95,75,1.27,,High Energy,
Ninetales,Overheat,charged,fire,1.2,130,55,2.36,100% chance -2 Atk self,Self-Debuff Nuke,
Ninetales,Psyshock,charged,psychic,1.0,70,45,1.56,,General,
Ninetales,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Ninetales,Scorching Sands,charged,ground,1.0,80,50,1.6,30.0% chance -1 Atk opponent,High Energy Debuff,
Ninetales,Solar Beam,charged,grass,1.0,150,80,1.88,,Nuke,
Ninetales,Weather Ball (Fire),charged,fire,1.2,55,35,1.57,,Spam/Bait,
Ninetales (Alolan),Blizzard,charged,ice,1.2,140,75,1.87,,Nuke,
Ninetales (Alolan),Dazzling Gleam,charged,fairy,1.2,110,70,1.57,,Nuke,
Ninetales (Alolan),Ice Beam,charged,ice,1.2,90,55,1.64,,High Energy,
Ninetales (Alolan),Psyshock,charged,psychic,1.0,70,45,1.56,,General,
Ninetales (Alolan),Return,charged,normal,1.0,130,70,1.86,,Nuke,
Ninetales (Alolan),Weather Ball (Ice),charged,ice,1.2,55,35,1.57,,Spam/Bait,
Ninetales (Alolan) (Shadow),Blizzard,charged,ice,1.2,140,75,1.87,,Nuke,
Ninetales (Alolan) (Shadow),Dazzling Gleam,charged,fairy,1.2,110,70,1.57,,Nuke,
Ninetales (Alolan) (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Ninetales (Alolan) (Shadow),Ice Beam,charged,ice,1.2,90,55,1.64,,High Energy,
Ninetales (Alolan) (Shadow),Psyshock,charged,psychic,1.0,70,45,1.56,,General,
Ninetales (Alolan) (Shadow),Weather Ball (Ice),charged,ice,1.2,55,35,1.57,,Spam/Bait,
Ninetales (Shadow),Fire Blast,charged,fire,1.2,140,80,1.75,,Nuke,elite
Ninetales (Shadow),Flamethrower,charged,fire,1.2,90,55,1.64,,High Energy,elite
Ninetales (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Ninetales (Shadow),Heat Wave,charged,fire,1.2,95,75,1.27,,High Energy,
Ninetales (Shadow),Overheat,charged,fire,1.2,130,55,2.36,100% chance -2 Atk self,Self-Debuff Nuke,
Ninetales (Shadow),Psyshock,charged,psychic,1.0,70,45,1.56,,General,
Ninetales (Shadow),Scorching Sands,charged,ground,1.0,80,50,1.6,30.0% chance -1 Atk opponent,High Energy Debuff,
Ninetales (Shadow),Solar Beam,charged,grass,1.0,150,80,1.88,,Nuke,
Ninetales (Shadow),Weather Ball (Fire),charged,fire,1.2,55,35,1.57,,Spam/Bait,
Ninjask,Aerial Ace,charged,flying,1.2,55,40,1.38,,General,
Ninjask,Bug Buzz,charged,bug,1.2,100,60,1.67,30.0% chance -1 Def opponent,High Energy Debuff,
Ninjask,Shadow Ball,charged,ghost,1.0,100,55,1.82,,Nuke,
Noctowl,Night Shade,charged,ghost,1.0,80,45,1.78,,General,
Noctowl,Psychic,charged,psychic,1.0,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Noctowl,Shadow Ball,charged,ghost,1.0,100,55,1.82,,Nuke,
Noctowl,Sky Attack,charged,flying,1.2,85,55,1.55,,High Energy,
Noibat,Air Cutter,charged,flying,1.2,60,55,1.09,,High Energy,
Noibat,Dragon Pulse,charged,dragon,1.2,90,60,1.5,,High Energy,
Noibat,Heat Wave,charged,fire,1.0,95,75,1.27,,High Energy,
Noivern,Boomburst,charged,normal,1.0,150,70,2.14,,Nuke,elite
Noivern,Draco Meteor,charged,dragon,1.2,150,65,2.31,100% chance -2 Atk self,Self-Debuff Nuke,
Noivern,Heat Wave,charged,fire,1.0,95,75,1.27,,High Energy,
Noivern,Hurricane,charged,flying,1.2,110,65,1.69,,Nuke,
Noivern,Psychic,charged,psychic,1.0,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Nosepass,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Nosepass,Rock Blast,charged,rock,1.2,50,40,1.25,,Spam/Bait,
Nosepass,Rock Slide,charged,rock,1.2,65,45,1.44,,General,
Nosepass,Thunderbolt,charged,electric,1.0,90,55,1.64,,High Energy,
Nosepass (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Nosepass (Shadow),Rock Blast,charged,rock,1.2,50,40,1.25,,Spam/Bait,
Nosepass (Shadow),Rock Slide,charged,rock,1.2,65,45,1.44,,General,
Nosepass (Shadow),Thunderbolt,charged,electric,1.0,90,55,1.64,,High Energy,
Numel,Bulldoze,charged,ground,1.2,45,45,1.0,50.0% chance -1 Def opponent,Debuff Spam/Bait,
Numel,Heat Wave,charged,fire,1.2,95,75,1.27,,High Energy,
Numel,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Numel,Stomp,charged,normal,1.0,55,40,1.38,,Spam/Bait,
Numel (Shadow),Bulldoze,charged,ground,1.2,45,45,1.0,50.0% chance -1 Def opponent,Debuff Spam/Bait,
Numel (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Numel (Shadow),Heat Wave,charged,fire,1.2,95,75,1.27,,High Energy,
Numel (Shadow),Stomp,charged,normal,1.0,55,40,1.38,,Spam/Bait,
Nuzleaf,Foul Play,charged,dark,1.2,70,45,1.56,,General,
Nuzleaf,Grass Knot,charged,grass,1.2,90,50,1.8,,General,
Nuzleaf,Leaf Blade,charged,grass,1.2,70,35,2.0,,Spam/Bait,
Nuzleaf,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Nuzleaf (Shadow),Foul Play,charged,dark,1.2,70,45,1.56,,General,
Nuzleaf (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Nuzleaf (Shadow),Grass Knot,charged,grass,1.2,90,50,1.8,,General,
Nuzleaf (Shadow),Leaf Blade,charged,grass,1.2,70,35,2.0,,Spam/Bait,
Nymble,Bug Buzz,charged,bug,1.2,100,60,1.67,30.0% chance -1 Def opponent,High Energy Debuff,
Nymble,Trailblaze,charged,grass,1.0,65,45,1.44,100% chance +1 Atk self,Boost,
Nymble,X-Scissor,charged,bug,1.2,65,40,1.62,,Spam/Bait,
Obstagoon,Cross Chop,charged,fighting,1.0,55,35,1.57,,Spam/Bait,
Obstagoon,Gunk Shot,charged,poison,1.0,130,75,1.73,,Nuke,
Obstagoon,Hyper Beam,charged,normal,1.2,150,80,1.88,,Nuke,
Obstagoon,Night Slash,charged,dark,1.2,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Obstagoon,Obstruct,charged,dark,1.2,15,40,0.38,"100% chance +1 Def self, -1 Def opponent",Boost Spam/Bait,elite
Obstagoon,Return,charged,normal,1.2,130,70,1.86,,Nuke,
Obstagoon (Shadow),Cross Chop,charged,fighting,1.0,55,35,1.57,,Spam/Bait,
Obstagoon (Shadow),Frustration,charged,normal,1.2,10,70,0.14,,High Energy,
Obstagoon (Shadow),Gunk Shot,charged,poison,1.0,130,75,1.73,,Nuke,
Obstagoon (Shadow),Hyper Beam,charged,normal,1.2,150,80,1.88,,Nuke,
Obstagoon (Shadow),Night Slash,charged,dark,1.2,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Obstagoon (Shadow),Obstruct,charged,dark,1.2,15,40,0.38,"100% chance +1 Def self, -1 Def opponent",Boost Spam/Bait,elite
Octillery,Acid Spray,charged,poison,1.0,20,45,0.44,100% chance -2 Def opponent,Debuff,
Octillery,Aurora Beam,charged,ice,1.0,80,60,1.33,,High Energy,
Octillery,Gunk Shot,charged,poison,1.0,130,75,1.73,,Nuke,
Octillery,Octazooka,charged,water,1.2,50,50,1.0,50.0% chance -2 Atk opponent,Debuff,
Octillery,Water Pulse,charged,water,1.2,80,55,1.45,,General,
Oddish,Moonblast,charged,fairy,1.0,110,60,1.83,10.0% chance -1 Atk opponent,Debuff Nuke,
Oddish,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Oddish,Seed Bomb,charged,grass,1.2,65,45,1.44,,General,
Oddish,Sludge Bomb,charged,poison,1.2,80,50,1.6,,General,
Oddish (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Oddish (Shadow),Moonblast,charged,fairy,1.0,110,60,1.83,10.0% chance -1 Atk opponent,Debuff Nuke,
Oddish (Shadow),Seed Bomb,charged,grass,1.2,65,45,1.44,,General,
Oddish (Shadow),Sludge Bomb,charged,poison,1.2,80,50,1.6,,General,
Oinkologne,Body Slam,charged,normal,1.2,50,35,1.43,,Spam/Bait,
Oinkologne,Dig,charged,ground,1.0,70,50,1.4,,High Energy,
Oinkologne,Trailblaze,charged,grass,1.0,65,45,1.44,100% chance +1 Atk self,Boost,
Oinkologne (Female),Body Slam,charged,normal,1.2,50,35,1.43,,Spam/Bait,
Oinkologne (Female),Dig,charged,ground,1.0,70,50,1.4,,High Energy,
Oinkologne (Female),Trailblaze,charged,grass,1.0,65,45,1.44,100% chance +1 Atk self,Boost,
Omanyte,Ancient Power,charged,rock,1.2,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Omanyte,Brine,charged,water,1.2,60,50,1.2,,General,elite
Omanyte,Bubble Beam,charged,water,1.2,25,40,0.62,100% chance -1 Atk opponent,Debuff Spam/Bait,
Omanyte,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Omanyte,Rock Blast,charged,rock,1.2,50,40,1.25,,Spam/Bait,
Omanyte,Rock Tomb,charged,rock,1.2,70,60,1.17,100% chance -1 Atk opponent,High Energy Debuff,elite
Omanyte (Shadow),Ancient Power,charged,rock,1.2,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Omanyte (Shadow),Brine,charged,water,1.2,60,50,1.2,,General,elite
Omanyte (Shadow),Bubble Beam,charged,water,1.2,25,40,0.62,100% chance -1 Atk opponent,Debuff Spam/Bait,
Omanyte (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Omanyte (Shadow),Rock Blast,charged,rock,1.2,50,40,1.25,,Spam/Bait,
Omanyte (Shadow),Rock Tomb,charged,rock,1.2,70,60,1.17,100% chance -1 Atk opponent,High Energy Debuff,elite
Omastar,Ancient Power,charged,rock,1.2,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Omastar,Hydro Pump,charged,water,1.2,130,75,1.73,,Nuke,
Omastar,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Omastar,Rock Blast,charged,rock,1.2,50,40,1.25,,Spam/Bait,
Omastar,Rock Slide,charged,rock,1.2,65,45,1.44,,General,elite
Omastar (Shadow),Ancient Power,charged,rock,1.2,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Omastar (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Omastar (Shadow),Hydro Pump,charged,water,1.2,130,75,1.73,,Nuke,
Omastar (Shadow),Rock Blast,charged,rock,1.2,50,40,1.25,,Spam/Bait,
Omastar (Shadow),Rock Slide,charged,rock,1.2,65,45,1.44,,General,elite
Onix,Breaking Swipe,charged,dragon,1.0,50,35,1.43,50.0% chance -1 Atk opponent,Debuff Spam/Bait,
Onix,Heavy Slam,charged,steel,1.0,70,50,1.4,,General,
Onix,Iron Head,charged,steel,1.0,70,50,1.4,,General,elite
Onix,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Onix,Rock Slide,charged,rock,1.2,65,45,1.44,,General,elite
Onix,Sand Tomb,charged,ground,1.2,25,40,0.62,100% chance -1 Def opponent,Debuff Spam/Bait,
Onix,Stone Edge,charged,rock,1.2,100,55,1.82,,Nuke,
Onix (Shadow),Breaking Swipe,charged,dragon,1.0,50,35,1.43,50.0% chance -1 Atk opponent,Debuff Spam/Bait,
Onix (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Onix (Shadow),Heavy Slam,charged,steel,1.0,70,50,1.4,,General,
Onix (Shadow),Iron Head,charged,steel,1.0,70,50,1.4,,General,elite
Onix (Shadow),Rock Slide,charged,rock,1.2,65,45,1.44,,General,elite
Onix (Shadow),Sand Tomb,charged,ground,1.2,25,40,0.62,100% chance -1 Def opponent,Debuff Spam/Bait,
Onix (Shadow),Stone Edge,charged,rock,1.2,100,55,1.82,,Nuke,
Oranguru,Brutal Swing,charged,dark,1.0,55,35,1.57,,Spam/Bait,
Oranguru,Foul Play,charged,dark,1.0,70,45,1.56,,General,
Oranguru,Future Sight,charged,psychic,1.2,110,65,1.69,,Nuke,
Oranguru,Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Oranguru,Trailblaze,charged,grass,1.0,65,45,1.44,100% chance +1 Atk self,Boost,
Orbeetle,Bug Buzz,charged,bug,1.2,100,60,1.67,30.0% chance -1 Def opponent,High Energy Debuff,
Orbeetle,Psychic,charged,psychic,1.2,75,55,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
Oricorio (Baile),Aerial Ace,charged,flying,1.2,55,40,1.38,,General,
Oricorio (Baile),Air Cutter,charged,flying,1.2,60,55,1.09,,High Energy,
Oricorio (Baile),Hurricane,charged,flying,1.2,110,65,1.69,,Nuke,
Oricorio (Pa'u),Aerial Ace,charged,flying,1.2,55,40,1.38,,General,
Oricorio (Pa'u),Air Cutter,charged,flying,1.2,60,55,1.09,,High Energy,
Oricorio (Pa'u),Hurricane,charged,flying,1.2,110,65,1.69,,Nuke,
Oricorio (Pom-Pom),Aerial Ace,charged,flying,1.2,55,40,1.38,,General,
Oricorio (Pom-Pom),Air Cutter,charged,flying,1.2,60,55,1.09,,High Energy,
Oricorio (Pom-Pom),Hurricane,charged,flying,1.2,110,65,1.69,,Nuke,
Oricorio (Sensu),Aerial Ace,charged,flying,1.2,55,40,1.38,,General,
Oricorio (Sensu),Air Cutter,charged,flying,1.2,60,55,1.09,,High Energy,
Oricorio (Sensu),Hurricane,charged,flying,1.2,110,65,1.69,,Nuke,
Orthworm,Earthquake,charged,ground,1.0,110,65,1.69,,Nuke,
Orthworm,Iron Head,charged,steel,1.2,70,50,1.4,,General,
Orthworm,Rock Tomb,charged,rock,1.0,70,60,1.17,100% chance -1 Atk opponent,High Energy Debuff,
Oshawott,Aqua Tail,charged,water,1.2,55,35,1.57,,Spam/Bait,
Oshawott,Night Slash,charged,dark,1.0,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Oshawott,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Oshawott,Water Pulse,charged,water,1.2,80,55,1.45,,General,
Oshawott (Shadow),Aqua Tail,charged,water,1.2,55,35,1.57,,Spam/Bait,
Oshawott (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Oshawott (Shadow),Night Slash,charged,dark,1.0,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Oshawott (Shadow),Water Pulse,charged,water,1.2,80,55,1.45,,General,
Overqwil,Aqua Tail,charged,water,1.0,55,35,1.57,,Spam/Bait,
Overqwil,Dark Pulse,charged,dark,1.2,80,50,1.6,,General,
Overqwil,Ice Beam,charged,ice,1.0,90,55,1.64,,High Energy,
Overqwil,Shadow Ball,charged,ghost,1.0,100,55,1.82,,Nuke,
Overqwil,Sludge Bomb,charged,poison,1.2,80,50,1.6,,General,
Pachirisu,Thunder,charged,electric,1.2,100,60,1.67,,High Energy,
Pachirisu,Thunder Punch,charged,electric,1.2,60,40,1.5,,Spam/Bait,
Pachirisu,Thunderbolt,charged,electric,1.2,90,55,1.64,,High Energy,
Palafin,Acrobatics,charged,flying,1.0,110,60,1.83,,General,
Palafin,Aqua Jet,charged,water,1.2,45,45,1.0,,General,
Palafin,Drain Punch,charged,fighting,1.0,20,40,0.5,100% chance +1 Def self,Boost Spam/Bait,
Palafin,Icy Wind,charged,ice,1.0,60,45,1.33,100% chance -1 Atk opponent,Debuff,
Palafin,Water Pulse,charged,water,1.2,80,55,1.45,,General,
Palafin_hero,Acrobatics,charged,flying,1.0,110,60,1.83,,General,
Palafin_hero,Aqua Jet,charged,water,1.2,45,45,1.0,,General,
Palafin_hero,Drain Punch,charged,fighting,1.0,20,40,0.5,100% chance +1 Def self,Boost Spam/Bait,
Palafin_hero,Icy Wind,charged,ice,1.0,60,45,1.33,100% chance -1 Atk opponent,Debuff,
Palafin_hero,Water Pulse,charged,water,1.2,80,55,1.45,,General,
Palafin_zero,Acrobatics,charged,flying,1.0,110,60,1.83,,General,
Palafin_zero,Aqua Jet,charged,water,1.2,45,45,1.0,,General,
Palafin_zero,Drain Punch,charged,fighting,1.0,20,40,0.5,100% chance +1 Def self,Boost Spam/Bait,
Palafin_zero,Icy Wind,charged,ice,1.0,60,45,1.33,100% chance -1 Atk opponent,Debuff,
Palafin_zero,Water Pulse,charged,water,1.2,80,55,1.45,,General,
Palkia,Aqua Tail,charged,water,1.2,55,35,1.57,,Spam/Bait,
Palkia,Draco Meteor,charged,dragon,1.2,150,65,2.31,100% chance -2 Atk self,Self-Debuff Nuke,
Palkia,Fire Blast,charged,fire,1.0,140,80,1.75,,Nuke,
Palkia,Hydro Pump,charged,water,1.2,130,75,1.73,,Nuke,
Palkia,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Palkia (Origin),Aqua Tail,charged,water,1.2,55,35,1.57,,Spam/Bait,
Palkia (Origin),Draco Meteor,charged,dragon,1.2,150,65,2.31,100% chance -2 Atk self,Self-Debuff Nuke,
Palkia (Origin),Fire Blast,charged,fire,1.0,140,80,1.75,,Nuke,
Palkia (Origin),Hydro Pump,charged,water,1.2,130,75,1.73,,Nuke,
Palkia (Origin),Spacial Rend,charged,dragon,1.2,95,50,1.9,,General,legacy
Palkia (Shadow),Aqua Tail,charged,water,1.2,55,35,1.57,,Spam/Bait,
Palkia (Shadow),Draco Meteor,charged,dragon,1.2,150,65,2.31,100% chance -2 Atk self,Self-Debuff Nuke,
Palkia (Shadow),Fire Blast,charged,fire,1.0,140,80,1.75,,Nuke,
Palkia (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Palkia (Shadow),Hydro Pump,charged,water,1.2,130,75,1.73,,Nuke,
Palossand,Earth Power,charged,ground,1.2,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Palossand,Sand Tomb,charged,ground,1.2,25,40,0.62,100% chance -1 Def opponent,Debuff Spam/Bait,
Palossand,Scorching Sands,charged,ground,1.2,80,50,1.6,30.0% chance -1 Atk opponent,High Energy Debuff,
Palossand,Shadow Ball,charged,ghost,1.2,100,55,1.82,,Nuke,
Palpitoad,Earth Power,charged,ground,1.2,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Palpitoad,Sludge Wave,charged,poison,1.0,110,65,1.69,,Nuke,
Palpitoad,Water Pulse,charged,water,1.2,80,55,1.45,,General,
Pancham,Body Slam,charged,normal,1.0,50,35,1.43,,Spam/Bait,
Pancham,Crunch,charged,dark,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Pancham,Low Sweep,charged,fighting,1.2,40,40,1.0,,Spam/Bait,
Pangoro,Close Combat,charged,fighting,1.2,100,45,2.22,100% chance -2 Def self,Self-Debuff,
Pangoro,Iron Head,charged,steel,1.0,70,50,1.4,,General,
Pangoro,Night Slash,charged,dark,1.2,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Pangoro,Rock Slide,charged,rock,1.0,65,45,1.44,,General,
Panpour,Crunch,charged,dark,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Panpour,Surf,charged,water,1.2,75,45,1.67,,General,
Panpour,Water Pulse,charged,water,1.2,80,55,1.45,,General,
Pansage,Crunch,charged,dark,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Pansage,Energy Ball,charged,grass,1.2,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Pansage,Seed Bomb,charged,grass,1.2,65,45,1.44,,General,
Pansear,Crunch,charged,dark,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Pansear,Flame Burst,charged,fire,1.2,70,55,1.27,,High Energy,
Pansear,Flame Charge,charged,fire,1.2,65,50,1.3,100% chance +1 Atk self,Boost,
Paras,Cross Poison,charged,poison,1.0,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Paras,Seed Bomb,charged,grass,1.2,65,45,1.44,,General,
Paras,X-Scissor,charged,bug,1.2,65,40,1.62,,Spam/Bait,
Parasect,Cross Poison,charged,poison,1.0,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Parasect,Solar Beam,charged,grass,1.2,150,80,1.88,,Nuke,
Parasect,X-Scissor,charged,bug,1.2,65,40,1.62,,Spam/Bait,
Passimian,Brick Break,charged,fighting,1.2,40,40,1.0,100% chance -1 Def opponent,Debuff Spam/Bait,
Passimian,Brutal Swing,charged,dark,1.0,55,35,1.57,,Spam/Bait,
Passimian,Close Combat,charged,fighting,1.2,100,45,2.22,100% chance -2 Def self,Self-Debuff,
