pokemon,move,move_kind,type,stab_bonus,damage,energy_gain,turns,damage_per_turn,energy_per_turn,energy,damage_per_energy,effect,archetype,notes
Palossand,Shadow Ball,charged,ghost,1.2,100,0,1,,,55.0,1.82,,Nuke,
Palpitoad,Bubble,fast,water,1.2,8,11,3,2.67,3.67,,,,Fast Charge,
Palpitoad,Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,,,,Fast Charge,
Palpitoad,Earth Power,charged,ground,1.2,90,0,1,,,55.0,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Palpitoad,Sludge Wave,charged,poison,1.0,110,0,1,,,65.0,1.69,,Nuke,
Palpitoad,Water Pulse,charged,water,1.2,80,0,1,,,55.0,1.45,,General,
Pancham,Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,,,,Low Quality,
Pancham,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Pancham,Body Slam,charged,normal,1.0,50,0,1,,,35.0,1.43,,Spam/Bait,
Pancham,Crunch,charged,dark,1.0,70,0,1,,,45.0,1.56,30.0% chance -1 Def opponent,Debuff,
Pancham,Low Sweep,charged,fighting,1.2,40,0,1,,,40.0,1.0,,Spam/Bait,
Pangoro,Bullet Punch,fast,steel,1.0,6,7,2,3.0,3.5,,,,General,
Pangoro,Karate Chop,fast,fighting,1.2,5,9,2,2.5,4.5,,,,Fast Charge,
Pangoro,Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,,,,Low Quality,
Pangoro,Snarl,fast,dark,1.2,5,13,3,1.67,4.33,,,,Fast Charge,
Pangoro,Close Combat,charged,fighting,1.2,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
Pangoro,Iron Head,charged,steel,1.0,70,0,1,,,50.0,1.4,,General,
Pangoro,Night Slash,charged,dark,1.2,50,0,1,,,35.0,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Pangoro,Rock Slide,charged,rock,1.0,65,0,1,,,45.0,1.44,,General,
Panpour,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Panpour,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,,,,General,
Panpour,Crunch,charged,dark,1.0,70,0,1,,,45.0,1.56,30.0% chance -1 Def opponent,Debuff,
Panpour,Surf,charged,water,1.2,75,0,1,,,45.0,1.67,,General,
Panpour,Water Pulse,charged,water,1.2,80,0,1,,,55.0,1.45,,General,
Pansage,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Pansage,Vine Whip,fast,grass,1.2,5,8,2,2.5,4.0,,,,Fast Charge,
Pansage,Crunch,charged,dark,1.0,70,0,1,,,45.0,1.56,30.0% chance -1 Def opponent,Debuff,
Pansage,Energy Ball,charged,grass,1.2,90,0,1,,,55.0,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Pansage,Seed Bomb,charged,grass,1.2,65,0,1,,,45.0,1.44,,General,
Pansear,Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,,,,General,
Pansear,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Pansear,Crunch,charged,dark,1.0,70,0,1,,,45.0,1.56,30.0% chance -1 Def opponent,Debuff,
Pansear,Flame Burst,charged,fire,1.2,70,0,1,,,55.0,1.27,,High Energy,
Pansear,Flame Charge,charged,fire,1.2,65,0,1,,,50.0,1.3,100% chance +1 Atk self,Boost,
Paras,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,,,,General,
Paras,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Paras,Cross Poison,charged,poison,1.0,50,0,1,,,35.0,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Paras,Seed Bomb,charged,grass,1.2,65,0,1,,,45.0,1.44,,General,
Paras,X-Scissor,charged,bug,1.2,65,0,1,,,40.0,1.62,,Spam/Bait,
Parasect,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,,,,General,elite
Parasect,Fury Cutter,fast,bug,1.2,2,4,1,2.0,4.0,,,,Fast Charge,
Parasect,Struggle Bug,fast,bug,1.2,9,8,3,3.0,2.67,,,,Low Quality,
Parasect,Cross Poison,charged,poison,1.0,50,0,1,,,35.0,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Parasect,Solar Beam,charged,grass,1.2,150,0,1,,,80.0,1.88,,Nuke,
Parasect,X-Scissor,charged,bug,1.2,65,0,1,,,40.0,1.62,,Spam/Bait,
Passimian,Counter,fast,fighting,1.2,8,6,2,4.0,3.0,,,,Multipurpose,
Passimian,Rock Smash,fast,fighting,1.2,9,7,3,3.0,2.33,,,,Low Quality,
Passimian,Take Down,fast,normal,1.0,5,8,3,1.67,2.67,,,,Low Quality,
Passimian,Brick Break,charged,fighting,1.2,40,0,1,,,40.0,1.0,100% chance -1 Def opponent,Debuff Spam/Bait,
Passimian,Brutal Swing,charged,dark,1.0,55,0,1,,,35.0,1.57,,Spam/Bait,
Passimian,Close Combat,charged,fighting,1.2,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
Passimian,Superpower,charged,fighting,1.2,85,0,1,,,40.0,2.12,100% chance -1 Atk -1 Def self,Self-Debuff Spam,
Patrat,Bite,fast,dark,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Patrat,Tackle,fast,normal,1.2,3,3,1,3.0,3.0,,,,General,
Patrat,Dig,charged,ground,1.0,70,0,1,,,50.0,1.4,,High Energy,
Patrat,Grass Knot,charged,grass,1.0,90,0,1,,,50.0,1.8,,General,
Patrat,Hyper Fang,charged,normal,1.2,80,0,1,,,50.0,1.6,,General,
Patrat,Return,charged,normal,1.2,130,0,1,,,70.0,1.86,,Nuke,
Patrat (Shadow),Bite,fast,dark,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Patrat (Shadow),Tackle,fast,normal,1.2,3,3,1,3.0,3.0,,,,General,
Patrat (Shadow),Dig,charged,ground,1.0,70,0,1,,,50.0,1.4,,High Energy,
Patrat (Shadow),Frustration,charged,normal,1.2,10,0,1,,,70.0,0.14,,High Energy,
Patrat (Shadow),Grass Knot,charged,grass,1.0,90,0,1,,,50.0,1.8,,General,
Patrat (Shadow),Hyper Fang,charged,normal,1.2,80,0,1,,,50.0,1.6,,General,
Pawmi,Charge Beam,fast,electric,1.2,5,11,3,1.67,3.67,,,,Fast Charge,
Pawmi,Spark,fast,electric,1.2,5,7,2,2.5,3.5,,,,General,
Pawmi,Discharge,charged,electric,1.2,65,0,1,,,45.0,1.44,,General,
Pawmi,Thunderbolt,charged,electric,1.2,90,0,1,,,55.0,1.64,,High Energy,
Pawmi,Wild Charge,charged,electric,1.2,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
Pawmo,Charge Beam,fast,electric,1.2,5,11,3,1.67,3.67,,,,Fast Charge,
Pawmo,Spark,fast,electric,1.2,5,7,2,2.5,3.5,,,,General,
Pawmo,Discharge,charged,electric,1.2,65,0,1,,,45.0,1.44,,General,
Pawmo,Thunder Punch,charged,electric,1.2,60,0,1,,,40.0,1.5,,Spam/Bait,
Pawmo,Thunderbolt,charged,electric,1.2,90,0,1,,,55.0,1.64,,High Energy,
Pawmo,Wild Charge,charged,electric,1.2,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
Pawmot,Charge Beam,fast,electric,1.2,5,11,3,1.67,3.67,,,,Fast Charge,
Pawmot,Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,,,,Low Quality,
Pawmot,Spark,fast,electric,1.2,5,7,2,2.5,3.5,,,,General,
Pawmot,Close Combat,charged,fighting,1.2,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
Pawmot,Discharge,charged,electric,1.2,65,0,1,,,45.0,1.44,,General,
Pawmot,Thunder Punch,charged,electric,1.2,60,0,1,,,40.0,1.5,,Spam/Bait,
Pawmot,Thunderbolt,charged,electric,1.2,90,0,1,,,55.0,1.64,,High Energy,
Pawmot,Wild Charge,charged,electric,1.2,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
Pawniard,Fury Cutter,fast,bug,1.0,2,4,1,2.0,4.0,,,,Fast Charge,
Pawniard,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Pawniard,Iron Head,charged,steel,1.2,70,0,1,,,50.0,1.4,,General,
Pawniard,Night Slash,charged,dark,1.2,50,0,1,,,35.0,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Pawniard,X-Scissor,charged,bug,1.0,65,0,1,,,40.0,1.62,,Spam/Bait,
Pelipper,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,,,,General,
Pelipper,Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,,,,Fast Charge,
Pelipper,Blizzard,charged,ice,1.0,140,0,1,,,75.0,1.87,,Nuke,
Pelipper,Hurricane,charged,flying,1.2,110,0,1,,,65.0,1.69,,Nuke,
Pelipper,Hydro Pump,charged,water,1.2,130,0,1,,,75.0,1.73,,Nuke,
Pelipper,Weather Ball (Water),charged,water,1.2,55,0,1,,,35.0,1.57,,Spam/Bait,
Perrserker,Metal Claw,fast,steel,1.2,5,7,2,2.5,3.5,,,,General,
Perrserker,Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,,,,Multipurpose,
Perrserker,Close Combat,charged,fighting,1.0,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
Perrserker,Foul Play,charged,dark,1.0,70,0,1,,,45.0,1.56,,General,
Perrserker,Iron Head,charged,steel,1.2,70,0,1,,,50.0,1.4,,General,
Perrserker,Play Rough,charged,fairy,1.0,90,0,1,,,60.0,1.5,,High Energy,
Perrserker,Trailblaze,charged,grass,1.0,65,0,1,,,45.0,1.44,100% chance +1 Atk self,Boost,
Persian,Feint Attack,fast,dark,1.0,6,6,2,3.0,3.0,,,,General,
Persian,Scratch,fast,normal,1.2,4,2,1,4.0,2.0,,,,Heavy Damage,
Persian,Foul Play,charged,dark,1.0,70,0,1,,,45.0,1.56,,General,
Persian,Night Slash,charged,dark,1.0,50,0,1,,,35.0,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,elite
Persian,Payback,charged,dark,1.0,110,0,1,,,60.0,1.83,,Nuke,
Persian,Play Rough,charged,fairy,1.0,90,0,1,,,60.0,1.5,,High Energy,
Persian,Power Gem,charged,rock,1.0,85,0,1,,,50.0,1.7,,General,
Persian,Return,charged,normal,1.2,130,0,1,,,70.0,1.86,,Nuke,
Persian (Alolan),Feint Attack,fast,dark,1.2,6,6,2,3.0,3.0,,,,General,
Persian (Alolan),Scratch,fast,normal,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Persian (Alolan),Dark Pulse,charged,dark,1.2,80,0,1,,,50.0,1.6,,General,
Persian (Alolan),Foul Play,charged,dark,1.2,70,0,1,,,45.0,1.56,,General,
Persian (Alolan),Payback,charged,dark,1.2,110,0,1,,,60.0,1.83,,Nuke,
Persian (Alolan),Play Rough,charged,fairy,1.0,90,0,1,,,60.0,1.5,,High Energy,
Persian (Alolan),Trailblaze,charged,grass,1.0,65,0,1,,,45.0,1.44,100% chance +1 Atk self,Boost,
Persian (Shadow),Feint Attack,fast,dark,1.0,6,6,2,3.0,3.0,,,,General,
Persian (Shadow),Scratch,fast,normal,1.2,4,2,1,4.0,2.0,,,,Heavy Damage,
Persian (Shadow),Foul Play,charged,dark,1.0,70,0,1,,,45.0,1.56,,General,
Persian (Shadow),Frustration,charged,normal,1.2,10,0,1,,,70.0,0.14,,High Energy,
Persian (Shadow),Night Slash,charged,dark,1.0,50,0,1,,,35.0,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,elite
Persian (Shadow),Payback,charged,dark,1.0,110,0,1,,,60.0,1.83,,Nuke,
Persian (Shadow),Play Rough,charged,fairy,1.0,90,0,1,,,60.0,1.5,,High Energy,
Persian (Shadow),Power Gem,charged,rock,1.0,85,0,1,,,50.0,1.7,,General,
Petilil,Charm,fast,fairy,1.0,15,6,3,5.0,2.0,,,,Heavy Damage,
Petilil,Hidden Power (Bug),fast,bug,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Petilil,Hidden Power (Dark),fast,dark,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Petilil,Hidden Power (Dragon),fast,dragon,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Petilil,Hidden Power (Electric),fast,electric,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Petilil,Hidden Power (Fighting),fast,fighting,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Petilil,Hidden Power (Fire),fast,fire,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Petilil,Hidden Power (Flying),fast,flying,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Petilil,Hidden Power (Ghost),fast,ghost,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Petilil,Hidden Power (Grass),fast,grass,1.2,9,8,3,3.0,2.67,,,,Low Quality,
Petilil,Hidden Power (Ground),fast,ground,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Petilil,Hidden Power (Ice),fast,ice,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Petilil,Hidden Power (Poison),fast,poison,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Petilil,Hidden Power (Psychic),fast,psychic,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Petilil,Hidden Power (Rock),fast,rock,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Petilil,Hidden Power (Steel),fast,steel,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Petilil,Hidden Power (Water),fast,water,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Petilil,Energy Ball,charged,grass,1.2,90,0,1,,,55.0,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Petilil,Seed Bomb,charged,grass,1.2,65,0,1,,,45.0,1.44,,General,
Phanpy,Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,,,,Low Quality,
Phanpy,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Phanpy,Body Slam,charged,normal,1.0,50,0,1,,,35.0,1.43,,Spam/Bait,
Phanpy,Bulldoze,charged,ground,1.2,45,0,1,,,45.0,1.0,50.0% chance -1 Def opponent,Debuff Spam/Bait,
Phanpy,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Phanpy,Rock Slide,charged,rock,1.0,65,0,1,,,45.0,1.44,,General,
Phanpy,Trailblaze,charged,grass,1.0,65,0,1,,,45.0,1.44,100% chance +1 Atk self,Boost,
Phanpy (Shadow),Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,,,,Low Quality,
Phanpy (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Phanpy (Shadow),Body Slam,charged,normal,1.0,50,0,1,,,35.0,1.43,,Spam/Bait,
Phanpy (Shadow),Bulldoze,charged,ground,1.2,45,0,1,,,45.0,1.0,50.0% chance -1 Def opponent,Debuff Spam/Bait,
Phanpy (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Phanpy (Shadow),Rock Slide,charged,rock,1.0,65,0,1,,,45.0,1.44,,General,
Phanpy (Shadow),Trailblaze,charged,grass,1.0,65,0,1,,,45.0,1.44,100% chance +1 Atk self,Boost,
Phantump,Astonish,fast,ghost,1.2,12,10,3,4.0,3.33,,,,Multipurpose,
Phantump,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Phantump,Foul Play,charged,dark,1.0,70,0,1,,,45.0,1.56,,General,
Phantump,Seed Bomb,charged,grass,1.2,65,0,1,,,45.0,1.44,,General,
Phantump,Shadow Ball,charged,ghost,1.2,100,0,1,,,55.0,1.82,,Nuke,
Pheromosa,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,,,,General,
Pheromosa,Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,,,,Low Quality,
Pheromosa,Bug Buzz,charged,bug,1.2,100,0,1,,,60.0,1.67,30.0% chance -1 Def opponent,High Energy Debuff,
Pheromosa,Close Combat,charged,fighting,1.2,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
Pheromosa,Focus Blast,charged,fighting,1.2,150,0,1,,,75.0,2.0,,Nuke,
Pheromosa,Lunge,charged,bug,1.2,60,0,1,,,45.0,1.33,100% chance -1 Atk opponent,Debuff,
Phione,Bubble,fast,water,1.2,8,11,3,2.67,3.67,,,,Fast Charge,
Phione,Waterfall,fast,water,1.2,12,8,3,4.0,2.67,,,,Heavy Damage,
Phione,Bubble Beam,charged,water,1.2,25,0,1,,,40.0,0.62,100% chance -1 Atk opponent,Debuff Spam/Bait,
Phione,Surf,charged,water,1.2,75,0,1,,,45.0,1.67,,General,
Phione,Water Pulse,charged,water,1.2,80,0,1,,,55.0,1.45,,General,
Pichu,Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,,,,Fast Charge,legacy
Pichu,Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,,,,Fast Charge,
Pichu,Disarming Voice,charged,fairy,1.0,70,0,1,,,45.0,1.56,,General,
Pichu,Thunder Punch,charged,electric,1.2,60,0,1,,,40.0,1.5,,Spam/Bait,
Pichu,Thunderbolt,charged,electric,1.2,90,0,1,,,55.0,1.64,,High Energy,
Pidgeot,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,,,,General,
Pidgeot,Gust,fast,flying,1.2,16,12,4,4.0,3.0,,,,Multipurpose,elite
Pidgeot,Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,,,,General,
Pidgeot,Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,,,,Fast Charge,elite
Pidgeot,Aerial Ace,charged,flying,1.2,55,0,1,,,40.0,1.38,,General,
Pidgeot,Air Cutter,charged,flying,1.2,60,0,1,,,55.0,1.09,,High Energy,elite
Pidgeot,Brave Bird,charged,flying,1.2,130,0,1,,,55.0,2.36,100% chance -3 Def self,Self-Debuff Nuke,
Pidgeot,Feather Dance,charged,flying,1.2,35,0,1,,,50.0,0.7,100% chance -2 Atk opponent,Debuff,
Pidgeot,Hurricane,charged,flying,1.2,110,0,1,,,65.0,1.69,,Nuke,
Pidgeot,Return,charged,normal,1.2,130,0,1,,,70.0,1.86,,Nuke,
Pidgeot (Mega),Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,,,,General,
Pidgeot (Mega),Gust,fast,flying,1.2,16,12,4,4.0,3.0,,,,Multipurpose,elite
Pidgeot (Mega),Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,,,,General,
Pidgeot (Mega),Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,,,,Fast Charge,elite
Pidgeot (Mega),Aerial Ace,charged,flying,1.2,55,0,1,,,40.0,1.38,,General,
Pidgeot (Mega),Air Cutter,charged,flying,1.2,60,0,1,,,55.0,1.09,,High Energy,elite
Pidgeot (Mega),Brave Bird,charged,flying,1.2,130,0,1,,,55.0,2.36,100% chance -3 Def self,Self-Debuff Nuke,
Pidgeot (Mega),Feather Dance,charged,flying,1.2,35,0,1,,,50.0,0.7,100% chance -2 Atk opponent,Debuff,
Pidgeot (Mega),Hurricane,charged,flying,1.2,110,0,1,,,65.0,1.69,,Nuke,
Pidgeot (Shadow),Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,,,,General,
Pidgeot (Shadow),Gust,fast,flying,1.2,16,12,4,4.0,3.0,,,,Multipurpose,elite
Pidgeot (Shadow),Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,,,,General,
Pidgeot (Shadow),Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,,,,Fast Charge,elite
Pidgeot (Shadow),Aerial Ace,charged,flying,1.2,55,0,1,,,40.0,1.38,,General,
Pidgeot (Shadow),Air Cutter,charged,flying,1.2,60,0,1,,,55.0,1.09,,High Energy,elite
Pidgeot (Shadow),Brave Bird,charged,flying,1.2,130,0,1,,,55.0,2.36,100% chance -3 Def self,Self-Debuff Nuke,
Pidgeot (Shadow),Feather Dance,charged,flying,1.2,35,0,1,,,50.0,0.7,100% chance -2 Atk opponent,Debuff,
Pidgeot (Shadow),Frustration,charged,normal,1.2,10,0,1,,,70.0,0.14,,High Energy,
Pidgeot (Shadow),Hurricane,charged,flying,1.2,110,0,1,,,65.0,1.69,,Nuke,
Pidgeotto,Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,,,,General,
Pidgeotto,Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,,,,Fast Charge,
Pidgeotto,Aerial Ace,charged,flying,1.2,55,0,1,,,40.0,1.38,,General,
Pidgeotto,Air Cutter,charged,flying,1.2,60,0,1,,,55.0,1.09,,High Energy,
Pidgeotto,Return,charged,normal,1.2,130,0,1,,,70.0,1.86,,Nuke,
Pidgeotto,Twister,charged,dragon,1.0,45,0,1,,,45.0,1.0,,General,
Pidgeotto (Shadow),Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,,,,General,
Pidgeotto (Shadow),Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,,,,Fast Charge,
Pidgeotto (Shadow),Aerial Ace,charged,flying,1.2,55,0,1,,,40.0,1.38,,General,
Pidgeotto (Shadow),Air Cutter,charged,flying,1.2,60,0,1,,,55.0,1.09,,High Energy,
Pidgeotto (Shadow),Frustration,charged,normal,1.2,10,0,1,,,70.0,0.14,,High Energy,
Pidgeotto (Shadow),Twister,charged,dragon,1.0,45,0,1,,,45.0,1.0,,General,
Pidgey,Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,,,,Fast Charge,
Pidgey,Tackle,fast,normal,1.2,3,3,1,3.0,3.0,,,,General,
Pidgey,Aerial Ace,charged,flying,1.2,55,0,1,,,40.0,1.38,,General,
Pidgey,Air Cutter,charged,flying,1.2,60,0,1,,,55.0,1.09,,High Energy,
Pidgey,Return,charged,normal,1.2,130,0,1,,,70.0,1.86,,Nuke,
Pidgey,Twister,charged,dragon,1.0,45,0,1,,,45.0,1.0,,General,
Pidgey (Shadow),Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,,,,Fast Charge,
Pidgey (Shadow),Tackle,fast,normal,1.2,3,3,1,3.0,3.0,,,,General,
Pidgey (Shadow),Aerial Ace,charged,flying,1.2,55,0,1,,,40.0,1.38,,General,
Pidgey (Shadow),Air Cutter,charged,flying,1.2,60,0,1,,,55.0,1.09,,High Energy,
Pidgey (Shadow),Frustration,charged,normal,1.2,10,0,1,,,70.0,0.14,,High Energy,
Pidgey (Shadow),Twister,charged,dragon,1.0,45,0,1,,,45.0,1.0,,General,
Pidove,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,,,,General,
Pidove,Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,,,,Fast Charge,
Pidove,Aerial Ace,charged,flying,1.2,55,0,1,,,40.0,1.38,,General,
Pidove,Air Cutter,charged,flying,1.2,60,0,1,,,55.0,1.09,,High Energy,
Pidove,Heat Wave,charged,fire,1.0,95,0,1,,,75.0,1.27,,High Energy,
Pidove,Return,charged,normal,1.2,130,0,1,,,70.0,1.86,,Nuke,
Pidove (Shadow),Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,,,,General,
Pidove (Shadow),Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,,,,Fast Charge,
Pidove (Shadow),Aerial Ace,charged,flying,1.2,55,0,1,,,40.0,1.38,,General,
Pidove (Shadow),Air Cutter,charged,flying,1.2,60,0,1,,,55.0,1.09,,High Energy,
Pidove (Shadow),Frustration,charged,normal,1.2,10,0,1,,,70.0,0.14,,High Energy,
Pidove (Shadow),Heat Wave,charged,fire,1.0,95,0,1,,,75.0,1.27,,High Energy,
Pignite,Ember,fast,fire,1.2,7,6,2,3.5,3.0,,,,Heavy Damage,
Pignite,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Pignite,Flame Charge,charged,fire,1.2,65,0,1,,,50.0,1.3,100% chance +1 Atk self,Boost,
Pignite,Flamethrower,charged,fire,1.2,90,0,1,,,55.0,1.64,,High Energy,
Pignite,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Pignite,Rock Tomb,charged,rock,1.0,70,0,1,,,60.0,1.17,100% chance -1 Atk opponent,High Energy Debuff,
Pignite (Shadow),Ember,fast,fire,1.2,7,6,2,3.5,3.0,,,,Heavy Damage,
Pignite (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Pignite (Shadow),Flame Charge,charged,fire,1.2,65,0,1,,,50.0,1.3,100% chance +1 Atk self,Boost,
Pignite (Shadow),Flamethrower,charged,fire,1.2,90,0,1,,,55.0,1.64,,High Energy,
Pignite (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Pignite (Shadow),Rock Tomb,charged,rock,1.0,70,0,1,,,60.0,1.17,100% chance -1 Atk opponent,High Energy Debuff,
Pikachu,Present,fast,normal,1.0,3,12,3,1.0,4.0,,,,Fast Charge,elite
Pikachu,Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,,,,Fast Charge,
Pikachu,Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,,,,Fast Charge,
Pikachu,Discharge,charged,electric,1.2,65,0,1,,,45.0,1.44,,General,
Pikachu,Surf,charged,water,1.0,75,0,1,,,45.0,1.67,,General,elite
Pikachu,Thunder,charged,electric,1.2,100,0,1,,,60.0,1.67,,High Energy,elite
Pikachu,Thunderbolt,charged,electric,1.2,90,0,1,,,55.0,1.64,,High Energy,
Pikachu,Wild Charge,charged,electric,1.2,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
Pikachu (5th Anniversary),Present,fast,normal,1.0,3,12,3,1.0,4.0,,,,Fast Charge,elite
Pikachu (5th Anniversary),Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,,,,Fast Charge,
Pikachu (5th Anniversary),Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,,,,Fast Charge,
Pikachu (5th Anniversary),Discharge,charged,electric,1.2,65,0,1,,,45.0,1.44,,General,
Pikachu (5th Anniversary),Fly,charged,flying,1.0,80,0,1,,,45.0,1.78,,General,
Pikachu (5th Anniversary),Thunderbolt,charged,electric,1.2,90,0,1,,,55.0,1.64,,High Energy,
Pikachu (5th Anniversary),Wild Charge,charged,electric,1.2,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
Pikachu (Flying),Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,,,,Fast Charge,
Pikachu (Flying),Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,,,,Fast Charge,
Pikachu (Flying),Discharge,charged,electric,1.2,65,0,1,,,45.0,1.44,,General,
Pikachu (Flying),Fly,charged,flying,1.0,80,0,1,,,45.0,1.78,,General,
Pikachu (Flying),Thunderbolt,charged,electric,1.2,90,0,1,,,55.0,1.64,,High Energy,
Pikachu (Flying),Wild Charge,charged,electric,1.2,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
Pikachu (Horizons),Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,,,,Fast Charge,
Pikachu (Horizons),Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,,,,Fast Charge,
Pikachu (Horizons),Discharge,charged,electric,1.2,65,0,1,,,45.0,1.44,,General,
Pikachu (Horizons),Thunderbolt,charged,electric,1.2,90,0,1,,,55.0,1.64,,High Energy,
Pikachu (Horizons),Volt Tackle,charged,electric,1.2,90,0,1,,,50.0,1.8,100% chance -1 Def self,Self-Debuff,elite
Pikachu (Horizons),Wild Charge,charged,electric,1.2,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
