pokemon,move,move_kind,type,stab_bonus,damage,energy_gain,turns,damage_per_turn,energy_per_turn,archetype,notes
Nihilego,Pound,fast,normal,1.0,4,4,2,2.0,2.0,Low Quality,
Nincada,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Nincada,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Ninetales,Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,elite
Ninetales,Feint Attack,fast,dark,1.0,6,6,2,3.0,3.0,General,
Ninetales,Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Ninetales (Alolan),Charm,fast,fairy,1.2,15,6,3,5.0,2.0,Heavy Damage,
Ninetales (Alolan),Feint Attack,fast,dark,1.0,6,6,2,3.0,3.0,General,
Ninetales (Alolan),Powder Snow,fast,ice,1.2,5,8,2,2.5,4.0,Fast Charge,
Ninetales (Alolan) (Shadow),Charm,fast,fairy,1.2,15,6,3,5.0,2.0,Heavy Damage,
Ninetales (Alolan) (Shadow),Feint Attack,fast,dark,1.0,6,6,2,3.0,3.0,General,
Ninetales (Alolan) (Shadow),Powder Snow,fast,ice,1.2,5,8,2,2.5,4.0,Fast Charge,
Ninetales (Shadow),Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,elite
Ninetales (Shadow),Feint Attack,fast,dark,1.0,6,6,2,3.0,3.0,General,
Ninetales (Shadow),Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Ninjask,Fury Cutter,fast,bug,1.2,2,4,1,2.0,4.0,Fast Charge,
Ninjask,Metal Claw,fast,steel,1.0,5,7,2,2.5,3.5,General,
Noctowl,Extrasensory,fast,psychic,1.0,8,10,3,2.67,3.33,General,
Noctowl,Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,Fast Charge,
Noibat,Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Noibat,Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,Fast Charge,
Noivern,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Noivern,Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Nosepass,Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,Heavy Damage,
Nosepass,Spark,fast,electric,1.0,5,7,2,2.5,3.5,General,
Nosepass (Shadow),Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,Heavy Damage,
Nosepass (Shadow),Spark,fast,electric,1.0,5,7,2,2.5,3.5,General,
Numel,Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Numel,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Numel (Shadow),Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Numel (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Nuzleaf,Feint Attack,fast,dark,1.2,6,6,2,3.0,3.0,General,
Nuzleaf,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Nuzleaf (Shadow),Feint Attack,fast,dark,1.2,6,6,2,3.0,3.0,General,
Nuzleaf (Shadow),Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Nymble,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Nymble,Struggle Bug,fast,bug,1.2,9,8,3,3.0,2.67,Low Quality,
Obstagoon,Counter,fast,fighting,1.0,8,6,2,4.0,3.0,Multipurpose,
Obstagoon,Lick,fast,ghost,1.0,3,3,1,3.0,3.0,General,
Obstagoon (Shadow),Counter,fast,fighting,1.0,8,6,2,4.0,3.0,Multipurpose,
Obstagoon (Shadow),Lick,fast,ghost,1.0,3,3,1,3.0,3.0,General,
Octillery,Lock On,fast,normal,1.0,1,5,1,1.0,5.0,Fast Charge,
Octillery,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Octillery,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Oddish,Acid,fast,poison,1.2,6,5,2,3.0,2.5,Low Quality,
Oddish,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Oddish (Shadow),Acid,fast,poison,1.2,6,5,2,3.0,2.5,Low Quality,
Oddish (Shadow),Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Oinkologne,Tackle,fast,normal,1.2,3,3,1,3.0,3.0,General,
Oinkologne,Take Down,fast,normal,1.2,5,8,3,1.67,2.67,Low Quality,
Oinkologne (Female),Tackle,fast,normal,1.2,3,3,1,3.0,3.0,General,
Oinkologne (Female),Take Down,fast,normal,1.2,5,8,3,1.67,2.67,Low Quality,
Omanyte,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Omanyte,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Omanyte (Shadow),Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Omanyte (Shadow),Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Omastar,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Omastar,Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,Heavy Damage,elite
Omastar,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Omastar (Shadow),Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Omastar (Shadow),Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,Heavy Damage,elite
Omastar (Shadow),Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Onix,Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,Heavy Damage,
Onix,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Onix (Shadow),Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,Heavy Damage,
Onix (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Oranguru,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Oranguru,Yawn,fast,normal,1.2,0,12,4,0.0,3.0,Low Quality,
Oranguru,Zen Headbutt,fast,psychic,1.2,8,6,3,2.67,2.0,Low Quality,
Orbeetle,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Orbeetle,Struggle Bug,fast,bug,1.2,9,8,3,3.0,2.67,Low Quality,
Oricorio (Baile),Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Oricorio (Baile),Pound,fast,normal,1.0,4,4,2,2.0,2.0,Low Quality,
Oricorio (Pa'u),Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Oricorio (Pa'u),Pound,fast,normal,1.0,4,4,2,2.0,2.0,Low Quality,
Oricorio (Pom-Pom),Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Oricorio (Pom-Pom),Pound,fast,normal,1.0,4,4,2,2.0,2.0,Low Quality,
Oricorio (Sensu),Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Oricorio (Sensu),Pound,fast,normal,1.0,4,4,2,2.0,2.0,Low Quality,
Orthworm,Iron Tail,fast,steel,1.2,10,7,3,3.33,2.33,General,
Orthworm,Mud Slap,fast,ground,1.0,12,10,3,4.0,3.33,Multipurpose,
Oshawott,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Oshawott,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Oshawott (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Oshawott (Shadow),Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Overqwil,Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,General,
Overqwil,Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,Fast Charge,
Pachirisu,Spark,fast,electric,1.2,5,7,2,2.5,3.5,General,
Pachirisu,Volt Switch,fast,electric,1.2,12,16,4,3.0,4.0,Multipurpose,
Palafin,Charm,fast,fairy,1.0,15,6,3,5.0,2.0,Heavy Damage,
Palafin,Counter,fast,fighting,1.0,8,6,2,4.0,3.0,Multipurpose,
Palafin,Waterfall,fast,water,1.2,12,8,3,4.0,2.67,Heavy Damage,
Palafin_hero,Charm,fast,fairy,1.0,15,6,3,5.0,2.0,Heavy Damage,
Palafin_hero,Counter,fast,fighting,1.0,8,6,2,4.0,3.0,Multipurpose,
Palafin_hero,Waterfall,fast,water,1.2,12,8,3,4.0,2.67,Heavy Damage,
Palafin_zero,Charm,fast,fairy,1.0,15,6,3,5.0,2.0,Heavy Damage,
Palafin_zero,Counter,fast,fighting,1.0,8,6,2,4.0,3.0,Multipurpose,
Palafin_zero,Waterfall,fast,water,1.2,12,8,3,4.0,2.67,Heavy Damage,
Palkia,Dragon Breath,fast,dragon,1.2,4,3,1,4.0,3.0,Multipurpose,
Palkia,Dragon Tail,fast,dragon,1.2,13,9,3,4.33,3.0,Multipurpose,
Palkia (Origin),Dragon Breath,fast,dragon,1.2,4,3,1,4.0,3.0,Multipurpose,
Palkia (Origin),Dragon Tail,fast,dragon,1.2,13,9,3,4.33,3.0,Multipurpose,
Palkia (Shadow),Dragon Breath,fast,dragon,1.2,4,3,1,4.0,3.0,Multipurpose,
Palkia (Shadow),Dragon Tail,fast,dragon,1.2,13,9,3,4.33,3.0,Multipurpose,
Palossand,Astonish,fast,ghost,1.2,12,10,3,4.0,3.33,Multipurpose,
Palossand,Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,Fast Charge,
Palossand,Sand Attack,fast,ground,1.2,2,4,1,2.0,4.0,Fast Charge,
Palpitoad,Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Palpitoad,Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,Fast Charge,
Pancham,Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,Low Quality,
Pancham,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Pangoro,Bullet Punch,fast,steel,1.0,6,7,2,3.0,3.5,General,
Pangoro,Karate Chop,fast,fighting,1.2,5,9,2,2.5,4.5,Fast Charge,
Pangoro,Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,Low Quality,
Pangoro,Snarl,fast,dark,1.2,5,13,3,1.67,4.33,Fast Charge,
Panpour,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Panpour,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Pansage,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Pansage,Vine Whip,fast,grass,1.2,5,8,2,2.5,4.0,Fast Charge,
Pansear,Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Pansear,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Paras,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Paras,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Parasect,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,elite
Parasect,Fury Cutter,fast,bug,1.2,2,4,1,2.0,4.0,Fast Charge,
Parasect,Struggle Bug,fast,bug,1.2,9,8,3,3.0,2.67,Low Quality,
Passimian,Counter,fast,fighting,1.2,8,6,2,4.0,3.0,Multipurpose,
Passimian,Rock Smash,fast,fighting,1.2,9,7,3,3.0,2.33,Low Quality,
Passimian,Take Down,fast,normal,1.0,5,8,3,1.67,2.67,Low Quality,
Patrat,Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Patrat,Tackle,fast,normal,1.2,3,3,1,3.0,3.0,General,
Patrat (Shadow),Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Patrat (Shadow),Tackle,fast,normal,1.2,3,3,1,3.0,3.0,General,
Pawmi,Charge Beam,fast,electric,1.2,5,11,3,1.67,3.67,Fast Charge,
Pawmi,Spark,fast,electric,1.2,5,7,2,2.5,3.5,General,
Pawmo,Charge Beam,fast,electric,1.2,5,11,3,1.67,3.67,Fast Charge,
Pawmo,Spark,fast,electric,1.2,5,7,2,2.5,3.5,General,
Pawmot,Charge Beam,fast,electric,1.2,5,11,3,1.67,3.67,Fast Charge,
Pawmot,Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,Low Quality,
Pawmot,Spark,fast,electric,1.2,5,7,2,2.5,3.5,General,
Pawniard,Fury Cutter,fast,bug,1.0,2,4,1,2.0,4.0,Fast Charge,
Pawniard,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Pelipper,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Pelipper,Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,Fast Charge,
Perrserker,Metal Claw,fast,steel,1.2,5,7,2,2.5,3.5,General,
Perrserker,Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,Multipurpose,
Persian,Feint Attack,fast,dark,1.0,6,6,2,3.0,3.0,General,
Persian,Scratch,fast,normal,1.2,4,2,1,4.0,2.0,Heavy Damage,
Persian (Alolan),Feint Attack,fast,dark,1.2,6,6,2,3.0,3.0,General,
Persian (Alolan),Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Persian (Shadow),Feint Attack,fast,dark,1.0,6,6,2,3.0,3.0,General,
Persian (Shadow),Scratch,fast,normal,1.2,4,2,1,4.0,2.0,Heavy Damage,
Petilil,Charm,fast,fairy,1.0,15,6,3,5.0,2.0,Heavy Damage,
Petilil,Hidden Power (Bug),fast,bug,1.0,9,8,3,3.0,2.67,Low Quality,
Petilil,Hidden Power (Dark),fast,dark,1.0,9,8,3,3.0,2.67,Low Quality,
Petilil,Hidden Power (Dragon),fast,dragon,1.0,9,8,3,3.0,2.67,Low Quality,
Petilil,Hidden Power (Electric),fast,electric,1.0,9,8,3,3.0,2.67,Low Quality,
Petilil,Hidden Power (Fighting),fast,fighting,1.0,9,8,3,3.0,2.67,Low Quality,
Petilil,Hidden Power (Fire),fast,fire,1.0,9,8,3,3.0,2.67,Low Quality,
Petilil,Hidden Power (Flying),fast,flying,1.0,9,8,3,3.0,2.67,Low Quality,
Petilil,Hidden Power (Ghost),fast,ghost,1.0,9,8,3,3.0,2.67,Low Quality,
Petilil,Hidden Power (Grass),fast,grass,1.2,9,8,3,3.0,2.67,Low Quality,
Petilil,Hidden Power (Ground),fast,ground,1.0,9,8,3,3.0,2.67,Low Quality,
Petilil,Hidden Power (Ice),fast,ice,1.0,9,8,3,3.0,2.67,Low Quality,
Petilil,Hidden Power (Poison),fast,poison,1.0,9,8,3,3.0,2.67,Low Quality,
Petilil,Hidden Power (Psychic),fast,psychic,1.0,9,8,3,3.0,2.67,Low Quality,
Petilil,Hidden Power (Rock),fast,rock,1.0,9,8,3,3.0,2.67,Low Quality,
Petilil,Hidden Power (Steel),fast,steel,1.0,9,8,3,3.0,2.67,Low Quality,
Petilil,Hidden Power (Water),fast,water,1.0,9,8,3,3.0,2.67,Low Quality,
Phanpy,Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Phanpy,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Phanpy (Shadow),Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Phanpy (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Phantump,Astonish,fast,ghost,1.2,12,10,3,4.0,3.33,Multipurpose,
Phantump,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Pheromosa,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Pheromosa,Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,Low Quality,
Phione,Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Phione,Waterfall,fast,water,1.2,12,8,3,4.0,2.67,Heavy Damage,
Pichu,Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,legacy
Pichu,Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,Fast Charge,
Pidgeot,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Pidgeot,Gust,fast,flying,1.2,16,12,4,4.0,3.0,Multipurpose,elite
Pidgeot,Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,General,
Pidgeot,Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,Fast Charge,elite
Pidgeot (Mega),Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Pidgeot (Mega),Gust,fast,flying,1.2,16,12,4,4.0,3.0,Multipurpose,elite
Pidgeot (Mega),Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,General,
Pidgeot (Mega),Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,Fast Charge,elite
Pidgeot (Shadow),Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Pidgeot (Shadow),Gust,fast,flying,1.2,16,12,4,4.0,3.0,Multipurpose,elite
Pidgeot (Shadow),Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,General,
Pidgeot (Shadow),Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,Fast Charge,elite
Pidgeotto,Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,General,
Pidgeotto,Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,Fast Charge,
Pidgeotto (Shadow),Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,General,
Pidgeotto (Shadow),Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,Fast Charge,
Pidgey,Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,Fast Charge,
Pidgey,Tackle,fast,normal,1.2,3,3,1,3.0,3.0,General,
Pidgey (Shadow),Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,Fast Charge,
Pidgey (Shadow),Tackle,fast,normal,1.2,3,3,1,3.0,3.0,General,
Pidove,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Pidove,Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,Fast Charge,
Pidove (Shadow),Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Pidove (Shadow),Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,Fast Charge,
Pignite,Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Pignite,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Pignite (Shadow),Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Pignite (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Pikachu,Present,fast,normal,1.0,3,12,3,1.0,4.0,Fast Charge,elite
Pikachu,Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,
Pikachu,Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,Fast Charge,
Pikachu (5th Anniversary),Present,fast,normal,1.0,3,12,3,1.0,4.0,Fast Charge,elite
Pikachu (5th Anniversary),Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,
Pikachu (5th Anniversary),Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,Fast Charge,
Pikachu (Flying),Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,
Pikachu (Flying),Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,Fast Charge,
Pikachu (Horizons),Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,
Pikachu (Horizons),Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,Fast Charge,
Pikachu (Kariyushi),Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,
Pikachu (Kariyushi),Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,Fast Charge,
Pikachu (Libre),Charm,fast,fairy,1.0,15,6,3,5.0,2.0,Heavy Damage,
Pikachu (Libre),Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,Fast Charge,
Pikachu (Pop Star),Charm,fast,fairy,1.0,15,6,3,5.0,2.0,Heavy Damage,
Pikachu (Pop Star),Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,Fast Charge,
Pikachu (Rock Star),Charm,fast,fairy,1.0,15,6,3,5.0,2.0,Heavy Damage,
Pikachu (Rock Star),Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,Fast Charge,
Pikachu (Shaymin Scarf),Present,fast,normal,1.0,3,12,3,1.0,4.0,Fast Charge,elite
Pikachu (Shaymin Scarf),Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,
Pikachu (Shaymin Scarf),Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,Fast Charge,
Pikipek,Peck,fast,flying,1.2,6,5,2,3.0,2.5,Low Quality,
Pikipek,Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Piloswine,Ice Shard,fast,ice,1.2,9,10,3,3.0,3.33,General,
Piloswine,Powder Snow,fast,ice,1.2,5,8,2,2.5,4.0,Fast Charge,
Piloswine (Shadow),Ice Shard,fast,ice,1.2,9,10,3,3.0,3.33,General,
Piloswine (Shadow),Powder Snow,fast,ice,1.2,5,8,2,2.5,4.0,Fast Charge,
Pincurchin,Poison Jab,fast,poison,1.0,7,7,2,3.5,3.5,General,
Pincurchin,Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,Fast Charge,
Pincurchin,Water Gun,fast,water,1.0,3,3,1,3.0,3.0,General,
Pineco,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Pineco,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Pineco (Shadow),Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Pineco (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Pinsir,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Pinsir,Fury Cutter,fast,bug,1.2,2,4,1,2.0,4.0,Fast Charge,
Pinsir,Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Pinsir (Mega),Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Pinsir (Mega),Fury Cutter,fast,bug,1.2,2,4,1,2.0,4.0,Fast Charge,
Pinsir (Mega),Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Pinsir (Shadow),Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Pinsir (Shadow),Fury Cutter,fast,bug,1.2,2,4,1,2.0,4.0,Fast Charge,
Pinsir (Shadow),Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Piplup,Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Piplup,Pound,fast,normal,1.0,4,4,2,2.0,2.0,Low Quality,
Piplup (Shadow),Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Piplup (Shadow),Pound,fast,normal,1.0,4,4,2,2.0,2.0,Low Quality,
Plusle,Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,
Plusle,Spark,fast,electric,1.2,5,7,2,2.5,3.5,General,
Poipole,Peck,fast,flying,1.0,6,5,2,3.0,2.5,Low Quality,
Poipole,Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,General,
Politoed,Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Politoed,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Politoed (Shadow),Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Politoed (Shadow),Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Poliwag,Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Poliwag,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Poliwag (Shadow),Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Poliwag (Shadow),Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Poliwhirl,Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Poliwhirl,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Poliwhirl (Shadow),Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Poliwhirl (Shadow),Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Poliwrath,Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Poliwrath,Counter,fast,fighting,1.2,8,6,2,4.0,3.0,Multipurpose,elite
Poliwrath,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Poliwrath,Rock Smash,fast,fighting,1.2,9,7,3,3.0,2.33,Low Quality,
Poliwrath (Shadow),Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Poliwrath (Shadow),Counter,fast,fighting,1.2,8,6,2,4.0,3.0,Multipurpose,elite
Poliwrath (Shadow),Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Poliwrath (Shadow),Rock Smash,fast,fighting,1.2,9,7,3,3.0,2.33,Low Quality,
Polteageist,Astonish,fast,ghost,1.2,12,10,3,4.0,3.33,Multipurpose,
Polteageist,Hex,fast,ghost,1.2,6,12,3,2.0,4.0,Fast Charge,
Polteageist,Sucker Punch,fast,dark,1.0,8,7,2,4.0,3.5,Multipurpose,
Ponyta,Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Ponyta,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Ponyta (Galarian),Low Kick,fast,fighting,1.0,4,5,2,2.0,2.5,Low Quality,
Ponyta (Galarian),Psycho Cut,fast,psychic,1.2,3,9,2,1.5,4.5,Fast Charge,
Poochyena,Snarl,fast,dark,1.2,5,13,3,1.67,4.33,Fast Charge,
Poochyena,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Poochyena (Shadow),Snarl,fast,dark,1.2,5,13,3,1.67,4.33,Fast Charge,
Poochyena (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Popplio,Pound,fast,normal,1.0,4,4,2,2.0,2.0,Low Quality,
Popplio,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Porygon,Charge Beam,fast,electric,1.0,5,11,3,1.67,3.67,Fast Charge,
Porygon,Hidden Power (Bug),fast,bug,1.0,9,8,3,3.0,2.67,Low Quality,
Porygon,Hidden Power (Dark),fast,dark,1.0,9,8,3,3.0,2.67,Low Quality,
Porygon,Hidden Power (Dragon),fast,dragon,1.0,9,8,3,3.0,2.67,Low Quality,
Porygon,Hidden Power (Electric),fast,electric,1.0,9,8,3,3.0,2.67,Low Quality,
Porygon,Hidden Power (Fighting),fast,fighting,1.0,9,8,3,3.0,2.67,Low Quality,
Porygon,Hidden Power (Fire),fast,fire,1.0,9,8,3,3.0,2.67,Low Quality,
Porygon,Hidden Power (Flying),fast,flying,1.0,9,8,3,3.0,2.67,Low Quality,
Porygon,Hidden Power (Ghost),fast,ghost,1.0,9,8,3,3.0,2.67,Low Quality,
Porygon,Hidden Power (Grass),fast,grass,1.0,9,8,3,3.0,2.67,Low Quality,
Porygon,Hidden Power (Ground),fast,ground,1.0,9,8,3,3.0,2.67,Low Quality,
Porygon,Hidden Power (Ice),fast,ice,1.0,9,8,3,3.0,2.67,Low Quality,
Porygon,Hidden Power (Poison),fast,poison,1.0,9,8,3,3.0,2.67,Low Quality,
Porygon,Hidden Power (Psychic),fast,psychic,1.0,9,8,3,3.0,2.67,Low Quality,
Porygon,Hidden Power (Rock),fast,rock,1.0,9,8,3,3.0,2.67,Low Quality,
Porygon,Hidden Power (Steel),fast,steel,1.0,9,8,3,3.0,2.67,Low Quality,
Porygon,Hidden Power (Water),fast,water,1.0,9,8,3,3.0,2.67,Low Quality,
