pokemon,attacking_type,multiplier
Munna,water,1.0
Munna,grass,1.0
Munna,electric,1.0
Munna,psychic,0.625
Munna,ice,1.0
Munna,dragon,1.0
Munna,dark,1.6
Munna,fairy,1.0
Musharna,normal,1.0
Musharna,fighting,0.625
Musharna,flying,1.0
Musharna,poison,1.0
Musharna,ground,1.0
Musharna,rock,1.0
Musharna,bug,1.6
Musharna,ghost,1.6
Musharna,steel,1.0
Musharna,fire,1.0
Musharna,water,1.0
Musharna,grass,1.0
Musharna,electric,1.0
Musharna,psychic,0.625
Musharna,ice,1.0
Musharna,dragon,1.0
Musharna,dark,1.6
Musharna,fairy,1.0
Pidove,normal,1.0
Pidove,fighting,1.0
Pidove,flying,1.0
Pidove,poison,1.0
Pidove,ground,0.391
Pidove,rock,1.6
Pidove,bug,1.0
Pidove,ghost,0.391
Pidove,steel,1.0
Pidove,fire,1.0
Pidove,water,1.0
Pidove,grass,0.625
Pidove,electric,1.6
Pidove,psychic,1.0
Pidove,ice,1.6
Pidove,dragon,1.0
Pidove,dark,1.0
Pidove,fairy,1.0
Pidove (Shadow),normal,1.0
Pidove (Shadow),fighting,1.0
Pidove (Shadow),flying,1.0
Pidove (Shadow),poison,1.0
Pidove (Shadow),ground,0.391
Pidove (Shadow),rock,1.6
Pidove (Shadow),bug,1.0
Pidove (Shadow),ghost,0.391
Pidove (Shadow),steel,1.0
Pidove (Shadow),fire,1.0
Pidove (Shadow),water,1.0
Pidove (Shadow),grass,0.625
Pidove (Shadow),electric,1.6
Pidove (Shadow),psychic,1.0
Pidove (Shadow),ice,1.6
Pidove (Shadow),dragon,1.0
Pidove (Shadow),dark,1.0
Pidove (Shadow),fairy,1.0
Tranquill,normal,1.0
Tranquill,fighting,1.0
Tranquill,flying,1.0
Tranquill,poison,1.0
Tranquill,ground,0.391
Tranquill,rock,1.6
Tranquill,bug,1.0
Tranquill,ghost,0.391
Tranquill,steel,1.0
Tranquill,fire,1.0
Tranquill,water,1.0
Tranquill,grass,0.625
Tranquill,electric,1.6
Tranquill,psychic,1.0
Tranquill,ice,1.6
Tranquill,dragon,1.0
Tranquill,dark,1.0
Tranquill,fairy,1.0
Tranquill (Shadow),normal,1.0
Tranquill (Shadow),fighting,1.0
Tranquill (Shadow),flying,1.0
Tranquill (Shadow),poison,1.0
Tranquill (Shadow),ground,0.391
Tranquill (Shadow),rock,1.6
Tranquill (Shadow),bug,1.0
Tranquill (Shadow),ghost,0.391
Tranquill (Shadow),steel,1.0
Tranquill (Shadow),fire,1.0
Tranquill (Shadow),water,1.0
Tranquill (Shadow),grass,0.625
Tranquill (Shadow),electric,1.6
Tranquill (Shadow),psychic,1.0
Tranquill (Shadow),ice,1.6
Tranquill (Shadow),dragon,1.0
Tranquill (Shadow),dark,1.0
Tranquill (Shadow),fairy,1.0
Unfezant,normal,1.0
Unfezant,fighting,1.0
Unfezant,flying,1.0
Unfezant,poison,1.0
Unfezant,ground,0.391
Unfezant,rock,1.6
Unfezant,bug,1.0
Unfezant,ghost,0.391
Unfezant,steel,1.0
Unfezant,fire,1.0
Unfezant,water,1.0
Unfezant,grass,0.625
Unfezant,electric,1.6
Unfezant,psychic,1.0
Unfezant,ice,1.6
Unfezant,dragon,1.0
Unfezant,dark,1.0
Unfezant,fairy,1.0
Unfezant (Shadow),normal,1.0
Unfezant (Shadow),fighting,1.0
Unfezant (Shadow),flying,1.0
Unfezant (Shadow),poison,1.0
Unfezant (Shadow),ground,0.391
Unfezant (Shadow),rock,1.6
Unfezant (Shadow),bug,1.0
Unfezant (Shadow),ghost,0.391
Unfezant (Shadow),steel,1.0
Unfezant (Shadow),fire,1.0
Unfezant (Shadow),water,1.0
Unfezant (Shadow),grass,0.625
Unfezant (Shadow),electric,1.6
Unfezant (Shadow),psychic,1.0
Unfezant (Shadow),ice,1.6
Unfezant (Shadow),dragon,1.0
Unfezant (Shadow),dark,1.0
Unfezant (Shadow),fairy,1.0
Blitzle,normal,1.0
Blitzle,fighting,1.0
Blitzle,flying,0.625
Blitzle,poison,1.0
Blitzle,ground,1.6
Blitzle,rock,1.0
Blitzle,bug,1.0
Blitzle,ghost,1.0
Blitzle,steel,0.625
Blitzle,fire,1.0
Blitzle,water,1.0
Blitzle,grass,1.0
Blitzle,electric,0.625
Blitzle,psychic,1.0
Blitzle,ice,1.0
Blitzle,dragon,1.0
Blitzle,dark,1.0
Blitzle,fairy,1.0
Blitzle (Shadow),normal,1.0
Blitzle (Shadow),fighting,1.0
Blitzle (Shadow),flying,0.625
Blitzle (Shadow),poison,1.0
Blitzle (Shadow),ground,1.6
Blitzle (Shadow),rock,1.0
Blitzle (Shadow),bug,1.0
Blitzle (Shadow),ghost,1.0
Blitzle (Shadow),steel,0.625
Blitzle (Shadow),fire,1.0
Blitzle (Shadow),water,1.0
Blitzle (Shadow),grass,1.0
Blitzle (Shadow),electric,0.625
Blitzle (Shadow),psychic,1.0
Blitzle (Shadow),ice,1.0
Blitzle (Shadow),dragon,1.0
Blitzle (Shadow),dark,1.0
Blitzle (Shadow),fairy,1.0
Zebstrika,normal,1.0
Zebstrika,fighting,1.0
Zebstrika,flying,0.625
Zebstrika,poison,1.0
Zebstrika,ground,1.6
Zebstrika,rock,1.0
Zebstrika,bug,1.0
Zebstrika,ghost,1.0
Zebstrika,steel,0.625
Zebstrika,fire,1.0
Zebstrika,water,1.0
Zebstrika,grass,1.0
Zebstrika,electric,0.625
Zebstrika,psychic,1.0
Zebstrika,ice,1.0
Zebstrika,dragon,1.0
Zebstrika,dark,1.0
Zebstrika,fairy,1.0
Zebstrika (Shadow),normal,1.0
Zebstrika (Shadow),fighting,1.0
Zebstrika (Shadow),flying,0.625
Zebstrika (Shadow),poison,1.0
Zebstrika (Shadow),ground,1.6
Zebstrika (Shadow),rock,1.0
Zebstrika (Shadow),bug,1.0
Zebstrika (Shadow),ghost,1.0
Zebstrika (Shadow),steel,0.625
Zebstrika (Shadow),fire,1.0
Zebstrika (Shadow),water,1.0
Zebstrika (Shadow),grass,1.0
Zebstrika (Shadow),electric,0.625
Zebstrika (Shadow),psychic,1.0
Zebstrika (Shadow),ice,1.0
Zebstrika (Shadow),dragon,1.0
Zebstrika (Shadow),dark,1.0
Zebstrika (Shadow),fairy,1.0
Roggenrola,normal,0.625
Roggenrola,fighting,1.6
Roggenrola,flying,0.625
Roggenrola,poison,0.625
Roggenrola,ground,1.6
Roggenrola,rock,1.0
Roggenrola,bug,1.0
Roggenrola,ghost,1.0
Roggenrola,steel,1.6
Roggenrola,fire,0.625
Roggenrola,water,1.6
Roggenrola,grass,1.6
Roggenrola,electric,1.0
Roggenrola,psychic,1.0
Roggenrola,ice,1.0
Roggenrola,dragon,1.0
Roggenrola,dark,1.0
Roggenrola,fairy,1.0
Roggenrola (Shadow),normal,0.625
Roggenrola (Shadow),fighting,1.6
Roggenrola (Shadow),flying,0.625
Roggenrola (Shadow),poison,0.625
Roggenrola (Shadow),ground,1.6
Roggenrola (Shadow),rock,1.0
Roggenrola (Shadow),bug,1.0
Roggenrola (Shadow),ghost,1.0
Roggenrola (Shadow),steel,1.6
Roggenrola (Shadow),fire,0.625
Roggenrola (Shadow),water,1.6
Roggenrola (Shadow),grass,1.6
Roggenrola (Shadow),electric,1.0
Roggenrola (Shadow),psychic,1.0
Roggenrola (Shadow),ice,1.0
Roggenrola (Shadow),dragon,1.0
Roggenrola (Shadow),dark,1.0
Roggenrola (Shadow),fairy,1.0
Boldore,normal,0.625
Boldore,fighting,1.6
Boldore,flying,0.625
Boldore,poison,0.625
Boldore,ground,1.6
Boldore,rock,1.0
Boldore,bug,1.0
Boldore,ghost,1.0
Boldore,steel,1.6
Boldore,fire,0.625
Boldore,water,1.6
Boldore,grass,1.6
Boldore,electric,1.0
Boldore,psychic,1.0
Boldore,ice,1.0
Boldore,dragon,1.0
Boldore,dark,1.0
Boldore,fairy,1.0
Boldore (Shadow),normal,0.625
Boldore (Shadow),fighting,1.6
Boldore (Shadow),flying,0.625
Boldore (Shadow),poison,0.625
Boldore (Shadow),ground,1.6
Boldore (Shadow),rock,1.0
Boldore (Shadow),bug,1.0
Boldore (Shadow),ghost,1.0
Boldore (Shadow),steel,1.6
Boldore (Shadow),fire,0.625
Boldore (Shadow),water,1.6
Boldore (Shadow),grass,1.6
Boldore (Shadow),electric,1.0
Boldore (Shadow),psychic,1.0
Boldore (Shadow),ice,1.0
Boldore (Shadow),dragon,1.0
Boldore (Shadow),dark,1.0
Boldore (Shadow),fairy,1.0
Gigalith,normal,0.625
Gigalith,fighting,1.6
Gigalith,flying,0.625
Gigalith,poison,0.625
Gigalith,ground,1.6
Gigalith,rock,1.0
Gigalith,bug,1.0
Gigalith,ghost,1.0
Gigalith,steel,1.6
Gigalith,fire,0.625
Gigalith,water,1.6
Gigalith,grass,1.6
Gigalith,electric,1.0
Gigalith,psychic,1.0
Gigalith,ice,1.0
Gigalith,dragon,1.0
Gigalith,dark,1.0
Gigalith,fairy,1.0
Gigalith (Shadow),normal,0.625
Gigalith (Shadow),fighting,1.6
Gigalith (Shadow),flying,0.625
Gigalith (Shadow),poison,0.625
Gigalith (Shadow),ground,1.6
Gigalith (Shadow),rock,1.0
Gigalith (Shadow),bug,1.0
Gigalith (Shadow),ghost,1.0
Gigalith (Shadow),steel,1.6
Gigalith (Shadow),fire,0.625
Gigalith (Shadow),water,1.6
Gigalith (Shadow),grass,1.6
Gigalith (Shadow),electric,1.0
Gigalith (Shadow),psychic,1.0
Gigalith (Shadow),ice,1.0
Gigalith (Shadow),dragon,1.0
Gigalith (Shadow),dark,1.0
Gigalith (Shadow),fairy,1.0
Woobat,normal,1.0
Woobat,fighting,0.391
Woobat,flying,1.0
Woobat,poison,1.0
Woobat,ground,0.391
Woobat,rock,1.6
Woobat,bug,1.6
Woobat,ghost,1.6
Woobat,steel,1.0
Woobat,fire,1.0
Woobat,water,1.0
Woobat,grass,0.625
Woobat,electric,1.6
Woobat,psychic,0.625
Woobat,ice,1.6
Woobat,dragon,1.0
Woobat,dark,1.6
Woobat,fairy,1.0
Swoobat,normal,1.0
Swoobat,fighting,0.391
Swoobat,flying,1.0
Swoobat,poison,1.0
Swoobat,ground,0.391
Swoobat,rock,1.6
Swoobat,bug,1.6
Swoobat,ghost,1.6
Swoobat,steel,1.0
Swoobat,fire,1.0
Swoobat,water,1.0
Swoobat,grass,0.625
Swoobat,electric,1.6
Swoobat,psychic,0.625
Swoobat,ice,1.6
Swoobat,dragon,1.0
Swoobat,dark,1.6
Swoobat,fairy,1.0
Drilbur,normal,1.0
Drilbur,fighting,1.0
Drilbur,flying,1.0
Drilbur,poison,0.625
Drilbur,ground,1.0
Drilbur,rock,0.625
Drilbur,bug,1.0
Drilbur,ghost,1.0
Drilbur,steel,1.0
Drilbur,fire,1.0
Drilbur,water,1.6
Drilbur,grass,1.6
Drilbur,electric,0.391
Drilbur,psychic,1.0
Drilbur,ice,1.6
Drilbur,dragon,1.0
Drilbur,dark,1.0
Drilbur,fairy,1.0
Drilbur (Shadow),normal,1.0
Drilbur (Shadow),fighting,1.0
Drilbur (Shadow),flying,1.0
Drilbur (Shadow),poison,0.625
Drilbur (Shadow),ground,1.0
Drilbur (Shadow),rock,0.625
Drilbur (Shadow),bug,1.0
Drilbur (Shadow),ghost,1.0
Drilbur (Shadow),steel,1.0
Drilbur (Shadow),fire,1.0
Drilbur (Shadow),water,1.6
Drilbur (Shadow),grass,1.6
Drilbur (Shadow),electric,0.391
Drilbur (Shadow),psychic,1.0
Drilbur (Shadow),ice,1.6
Drilbur (Shadow),dragon,1.0
Drilbur (Shadow),dark,1.0
Drilbur (Shadow),fairy,1.0
Excadrill,normal,0.625
Excadrill,fighting,1.6
Excadrill,flying,0.625
Excadrill,poison,0.244
Excadrill,ground,1.6
Excadrill,rock,0.391
Excadrill,bug,0.625
Excadrill,ghost,1.0
Excadrill,steel,0.625
Excadrill,fire,1.6
Excadrill,water,1.6
Excadrill,grass,1.0
Excadrill,electric,0.391
Excadrill,psychic,0.625
Excadrill,ice,1.0
Excadrill,dragon,0.625
Excadrill,dark,1.0
Excadrill,fairy,0.625
Excadrill (Shadow),normal,0.625
Excadrill (Shadow),fighting,1.6
Excadrill (Shadow),flying,0.625
Excadrill (Shadow),poison,0.244
Excadrill (Shadow),ground,1.6
Excadrill (Shadow),rock,0.391
Excadrill (Shadow),bug,0.625
Excadrill (Shadow),ghost,1.0
Excadrill (Shadow),steel,0.625
Excadrill (Shadow),fire,1.6
Excadrill (Shadow),water,1.6
Excadrill (Shadow),grass,1.0
Excadrill (Shadow),electric,0.391
Excadrill (Shadow),psychic,0.625
Excadrill (Shadow),ice,1.0
Excadrill (Shadow),dragon,0.625
Excadrill (Shadow),dark,1.0
Excadrill (Shadow),fairy,0.625
Audino,normal,1.0
Audino,fighting,1.6
Audino,flying,1.0
Audino,poison,1.0
Audino,ground,1.0
Audino,rock,1.0
Audino,bug,1.0
Audino,ghost,0.391
Audino,steel,1.0
Audino,fire,1.0
Audino,water,1.0
Audino,grass,1.0
Audino,electric,1.0
Audino,psychic,1.0
Audino,ice,1.0
Audino,dragon,1.0
Audino,dark,1.0
Audino,fairy,1.0
Timburr,normal,1.0
Timburr,fighting,1.0
Timburr,flying,1.6
Timburr,poison,1.0
Timburr,ground,1.0
Timburr,rock,0.625
Timburr,bug,0.625
Timburr,ghost,1.0
Timburr,steel,1.0
Timburr,fire,1.0
Timburr,water,1.0
Timburr,grass,1.0
Timburr,electric,1.0
Timburr,psychic,1.6
Timburr,ice,1.0
Timburr,dragon,1.0
Timburr,dark,0.625
Timburr,fairy,1.6
Timburr (Shadow),normal,1.0
Timburr (Shadow),fighting,1.0
Timburr (Shadow),flying,1.6
Timburr (Shadow),poison,1.0
Timburr (Shadow),ground,1.0
Timburr (Shadow),rock,0.625
Timburr (Shadow),bug,0.625
Timburr (Shadow),ghost,1.0
Timburr (Shadow),steel,1.0
Timburr (Shadow),fire,1.0
Timburr (Shadow),water,1.0
Timburr (Shadow),grass,1.0
Timburr (Shadow),electric,1.0
Timburr (Shadow),psychic,1.6
Timburr (Shadow),ice,1.0
Timburr (Shadow),dragon,1.0
Timburr (Shadow),dark,0.625
Timburr (Shadow),fairy,1.6
Gurdurr,normal,1.0
Gurdurr,fighting,1.0
Gurdurr,flying,1.6
Gurdurr,poison,1.0
Gurdurr,ground,1.0
Gurdurr,rock,0.625
Gurdurr,bug,0.625
Gurdurr,ghost,1.0
Gurdurr,steel,1.0
Gurdurr,fire,1.0
Gurdurr,water,1.0
Gurdurr,grass,1.0
Gurdurr,electric,1.0
Gurdurr,psychic,1.6
Gurdurr,ice,1.0
Gurdurr,dragon,1.0
Gurdurr,dark,0.625
Gurdurr,fairy,1.6
Gurdurr (Shadow),normal,1.0
Gurdurr (Shadow),fighting,1.0
Gurdurr (Shadow),flying,1.6
Gurdurr (Shadow),poison,1.0
Gurdurr (Shadow),ground,1.0
Gurdurr (Shadow),rock,0.625
Gurdurr (Shadow),bug,0.625
Gurdurr (Shadow),ghost,1.0
Gurdurr (Shadow),steel,1.0
Gurdurr (Shadow),fire,1.0
Gurdurr (Shadow),water,1.0
Gurdurr (Shadow),grass,1.0
Gurdurr (Shadow),electric,1.0
Gurdurr (Shadow),psychic,1.6
Gurdurr (Shadow),ice,1.0
Gurdurr (Shadow),dragon,1.0
Gurdurr (Shadow),dark,0.625
Gurdurr (Shadow),fairy,1.6
Conkeldurr,normal,1.0
Conkeldurr,fighting,1.0
Conkeldurr,flying,1.6
Conkeldurr,poison,1.0
Conkeldurr,ground,1.0
Conkeldurr,rock,0.625
Conkeldurr,bug,0.625
Conkeldurr,ghost,1.0
Conkeldurr,steel,1.0
Conkeldurr,fire,1.0
Conkeldurr,water,1.0
Conkeldurr,grass,1.0
Conkeldurr,electric,1.0
Conkeldurr,psychic,1.6
Conkeldurr,ice,1.0
Conkeldurr,dragon,1.0
Conkeldurr,dark,0.625
Conkeldurr,fairy,1.6
Conkeldurr (Shadow),normal,1.0
Conkeldurr (Shadow),fighting,1.0
Conkeldurr (Shadow),flying,1.6
Conkeldurr (Shadow),poison,1.0
Conkeldurr (Shadow),ground,1.0
Conkeldurr (Shadow),rock,0.625
Conkeldurr (Shadow),bug,0.625
Conkeldurr (Shadow),ghost,1.0
Conkeldurr (Shadow),steel,1.0
Conkeldurr (Shadow),fire,1.0
Conkeldurr (Shadow),water,1.0
Conkeldurr (Shadow),grass,1.0
Conkeldurr (Shadow),electric,1.0
Conkeldurr (Shadow),psychic,1.6
Conkeldurr (Shadow),ice,1.0
Conkeldurr (Shadow),dragon,1.0
Conkeldurr (Shadow),dark,0.625
Conkeldurr (Shadow),fairy,1.6
Tympole,normal,1.0
Tympole,fighting,1.0
Tympole,flying,1.0
Tympole,poison,1.0
Tympole,ground,1.0
Tympole,rock,1.0
Tympole,bug,1.0
Tympole,ghost,1.0
Tympole,steel,0.625
Tympole,fire,0.625
Tympole,water,0.625
Tympole,grass,1.6
Tympole,electric,1.6
Tympole,psychic,1.0
Tympole,ice,0.625
Tympole,dragon,1.0
Tympole,dark,1.0
Tympole,fairy,1.0
Palpitoad,normal,1.0
Palpitoad,fighting,1.0
Palpitoad,flying,1.0
Palpitoad,poison,0.625
Palpitoad,ground,1.0
Palpitoad,rock,0.625
Palpitoad,bug,1.0
Palpitoad,ghost,1.0
Palpitoad,steel,0.625
Palpitoad,fire,0.625
Palpitoad,water,1.0
Palpitoad,grass,2.56
Palpitoad,electric,0.625
Palpitoad,psychic,1.0
Palpitoad,ice,1.0
Palpitoad,dragon,1.0
Palpitoad,dark,1.0
Palpitoad,fairy,1.0
Seismitoad,normal,1.0
Seismitoad,fighting,1.0
Seismitoad,flying,1.0
Seismitoad,poison,0.625
Seismitoad,ground,1.0
Seismitoad,rock,0.625
Seismitoad,bug,1.0
Seismitoad,ghost,1.0
Seismitoad,steel,0.625
Seismitoad,fire,0.625
Seismitoad,water,1.0
Seismitoad,grass,2.56
Seismitoad,electric,0.625
Seismitoad,psychic,1.0
Seismitoad,ice,1.0
Seismitoad,dragon,1.0
Seismitoad,dark,1.0
Seismitoad,fairy,1.0
Throh,normal,1.0
Throh,fighting,1.0
Throh,flying,1.6
Throh,poison,1.0
Throh,ground,1.0
Throh,rock,0.625
Throh,bug,0.625
Throh,ghost,1.0
Throh,steel,1.0
Throh,fire,1.0
Throh,water,1.0
Throh,grass,1.0
Throh,electric,1.0
Throh,psychic,1.6
Throh,ice,1.0
Throh,dragon,1.0
Throh,dark,0.625
Throh,fairy,1.6
Throh (Shadow),normal,1.0
Throh (Shadow),fighting,1.0
Throh (Shadow),flying,1.6
Throh (Shadow),poison,1.0
Throh (Shadow),ground,1.0
Throh (Shadow),rock,0.625
Throh (Shadow),bug,0.625
Throh (Shadow),ghost,1.0
Throh (Shadow),steel,1.0
Throh (Shadow),fire,1.0
Throh (Shadow),water,1.0
Throh (Shadow),grass,1.0
Throh (Shadow),electric,1.0
Throh (Shadow),psychic,1.6
Throh (Shadow),ice,1.0
Throh (Shadow),dragon,1.0
Throh (Shadow),dark,0.625
Throh (Shadow),fairy,1.6
Sawk,normal,1.0
Sawk,fighting,1.0
Sawk,flying,1.6
Sawk,poison,1.0
Sawk,ground,1.0
Sawk,rock,0.625
Sawk,bug,0.625
Sawk,ghost,1.0
Sawk,steel,1.0
Sawk,fire,1.0
Sawk,water,1.0
Sawk,grass,1.0
Sawk,electric,1.0
Sawk,psychic,1.6
Sawk,ice,1.0
Sawk,dragon,1.0
Sawk,dark,0.625
Sawk,fairy,1.6
Sawk (Shadow),normal,1.0
Sawk (Shadow),fighting,1.0
Sawk (Shadow),flying,1.6
Sawk (Shadow),poison,1.0
Sawk (Shadow),ground,1.0
Sawk (Shadow),rock,0.625
Sawk (Shadow),bug,0.625
Sawk (Shadow),ghost,1.0
Sawk (Shadow),steel,1.0
Sawk (Shadow),fire,1.0
Sawk (Shadow),water,1.0
Sawk (Shadow),grass,1.0
Sawk (Shadow),electric,1.0
Sawk (Shadow),psychic,1.6
Sawk (Shadow),ice,1.0
Sawk (Shadow),dragon,1.0
Sawk (Shadow),dark,0.625
Sawk (Shadow),fairy,1.6
Sewaddle,normal,1.0
Sewaddle,fighting,0.625
Sewaddle,flying,2.56
Sewaddle,poison,1.6
Sewaddle,ground,0.391
Sewaddle,rock,1.6
Sewaddle,bug,1.6
Sewaddle,ghost,1.0
Sewaddle,steel,1.0
Sewaddle,fire,2.56
Sewaddle,water,0.625
Sewaddle,grass,0.391
Sewaddle,electric,0.625
Sewaddle,psychic,1.0
Sewaddle,ice,1.6
Sewaddle,dragon,1.0
Sewaddle,dark,1.0
Sewaddle,fairy,1.0
Swadloon,normal,1.0
Swadloon,fighting,0.625
Swadloon,flying,2.56
Swadloon,poison,1.6
Swadloon,ground,0.391
Swadloon,rock,1.6
Swadloon,bug,1.6
Swadloon,ghost,1.0
Swadloon,steel,1.0
Swadloon,fire,2.56
Swadloon,water,0.625
Swadloon,grass,0.391
Swadloon,electric,0.625
Swadloon,psychic,1.0
Swadloon,ice,1.6
Swadloon,dragon,1.0
Swadloon,dark,1.0
Swadloon,fairy,1.0
Leavanny,normal,1.0
Leavanny,fighting,0.625
Leavanny,flying,2.56
Leavanny,poison,1.6
Leavanny,ground,0.391
Leavanny,rock,1.6
Leavanny,bug,1.6
Leavanny,ghost,1.0
Leavanny,steel,1.0
Leavanny,fire,2.56
Leavanny,water,0.625
Leavanny,grass,0.391
Leavanny,electric,0.625
Leavanny,psychic,1.0
Leavanny,ice,1.6
Leavanny,dragon,1.0
Leavanny,dark,1.0
Leavanny,fairy,1.0
Venipede,normal,1.0
Venipede,fighting,0.391
Venipede,flying,1.6
Venipede,poison,0.625
Venipede,ground,1.0
Venipede,rock,1.6
Venipede,bug,0.625
Venipede,ghost,1.0
Venipede,steel,1.0
Venipede,fire,1.6
Venipede,water,1.0
Venipede,grass,0.391
Venipede,electric,1.0
Venipede,psychic,1.6
Venipede,ice,1.0
Venipede,dragon,1.0
Venipede,dark,1.0
Venipede,fairy,0.625
Venipede (Shadow),normal,1.0
Venipede (Shadow),fighting,0.391
Venipede (Shadow),flying,1.6
Venipede (Shadow),poison,0.625
Venipede (Shadow),ground,1.0
Venipede (Shadow),rock,1.6
Venipede (Shadow),bug,0.625
Venipede (Shadow),ghost,1.0
Venipede (Shadow),steel,1.0
Venipede (Shadow),fire,1.6
Venipede (Shadow),water,1.0
Venipede (Shadow),grass,0.391
Venipede (Shadow),electric,1.0
Venipede (Shadow),psychic,1.6
Venipede (Shadow),ice,1.0
Venipede (Shadow),dragon,1.0
Venipede (Shadow),dark,1.0
Venipede (Shadow),fairy,0.625
Whirlipede,normal,1.0
Whirlipede,fighting,0.391
Whirlipede,flying,1.6
Whirlipede,poison,0.625
Whirlipede,ground,1.0
Whirlipede,rock,1.6
Whirlipede,bug,0.625
Whirlipede,ghost,1.0
Whirlipede,steel,1.0
Whirlipede,fire,1.6
Whirlipede,water,1.0
Whirlipede,grass,0.391
Whirlipede,electric,1.0
Whirlipede,psychic,1.6
Whirlipede,ice,1.0
Whirlipede,dragon,1.0
Whirlipede,dark,1.0
Whirlipede,fairy,0.625
Whirlipede (Shadow),normal,1.0
Whirlipede (Shadow),fighting,0.391
Whirlipede (Shadow),flying,1.6
Whirlipede (Shadow),poison,0.625
Whirlipede (Shadow),ground,1.0
Whirlipede (Shadow),rock,1.6
Whirlipede (Shadow),bug,0.625
Whirlipede (Shadow),ghost,1.0
Whirlipede (Shadow),steel,1.0
Whirlipede (Shadow),fire,1.6
Whirlipede (Shadow),water,1.0
Whirlipede (Shadow),grass,0.391
Whirlipede (Shadow),electric,1.0
Whirlipede (Shadow),psychic,1.6
Whirlipede (Shadow),ice,1.0
Whirlipede (Shadow),dragon,1.0
Whirlipede (Shadow),dark,1.0
Whirlipede (Shadow),fairy,0.625
Scolipede,normal,1.0
Scolipede,fighting,0.391
Scolipede,flying,1.6
Scolipede,poison,0.625
Scolipede,ground,1.0
Scolipede,rock,1.6
Scolipede,bug,0.625
Scolipede,ghost,1.0
Scolipede,steel,1.0
Scolipede,fire,1.6
Scolipede,water,1.0
Scolipede,grass,0.391
Scolipede,electric,1.0
Scolipede,psychic,1.6
Scolipede,ice,1.0
Scolipede,dragon,1.0
Scolipede,dark,1.0
Scolipede,fairy,0.625
Scolipede (Shadow),normal,1.0
Scolipede (Shadow),fighting,0.391
Scolipede (Shadow),flying,1.6
Scolipede (Shadow),poison,0.625
Scolipede (Shadow),ground,1.0
Scolipede (Shadow),rock,1.6
Scolipede (Shadow),bug,0.625
Scolipede (Shadow),ghost,1.0
Scolipede (Shadow),steel,1.0
Scolipede (Shadow),fire,1.6
Scolipede (Shadow),water,1.0
Scolipede (Shadow),grass,0.391
Scolipede (Shadow),electric,1.0
Scolipede (Shadow),psychic,1.6
Scolipede (Shadow),ice,1.0
Scolipede (Shadow),dragon,1.0
Scolipede (Shadow),dark,1.0
Scolipede (Shadow),fairy,0.625
Cottonee,normal,1.0
Cottonee,fighting,0.625
Cottonee,flying,1.6
Cottonee,poison,2.56
Cottonee,ground,0.625
Cottonee,rock,1.0
Cottonee,bug,1.0
Cottonee,ghost,1.0
Cottonee,steel,1.6
Cottonee,fire,1.6
Cottonee,water,0.625
Cottonee,grass,0.625
Cottonee,electric,0.625
Cottonee,psychic,1.0
Cottonee,ice,1.6
Cottonee,dragon,0.391
Cottonee,dark,0.625
Cottonee,fairy,1.0
Whimsicott,normal,1.0
Whimsicott,fighting,0.625
Whimsicott,flying,1.6
Whimsicott,poison,2.56
Whimsicott,ground,0.625
Whimsicott,rock,1.0
Whimsicott,bug,1.0
Whimsicott,ghost,1.0
Whimsicott,steel,1.6
Whimsicott,fire,1.6
Whimsicott,water,0.625
Whimsicott,grass,0.625
Whimsicott,electric,0.625
Whimsicott,psychic,1.0
Whimsicott,ice,1.6
Whimsicott,dragon,0.391
Whimsicott,dark,0.625
Whimsicott,fairy,1.0
Petilil,normal,1.0
Petilil,fighting,1.0
Petilil,flying,1.6
Petilil,poison,1.6
Petilil,ground,0.625
Petilil,rock,1.0
Petilil,bug,1.6
Petilil,ghost,1.0
Petilil,steel,1.0
Petilil,fire,1.6
Petilil,water,0.625
Petilil,grass,0.625
Petilil,electric,0.625
Petilil,psychic,1.0
Petilil,ice,1.6
Petilil,dragon,1.0
Petilil,dark,1.0
Petilil,fairy,1.0
Lilligant,normal,1.0
Lilligant,fighting,1.0
Lilligant,flying,1.6
Lilligant,poison,1.6
Lilligant,ground,0.625
Lilligant,rock,1.0
Lilligant,bug,1.6
Lilligant,ghost,1.0
Lilligant,steel,1.0
Lilligant,fire,1.6
Lilligant,water,0.625
Lilligant,grass,0.625
Lilligant,electric,0.625
Lilligant,psychic,1.0
Lilligant,ice,1.6
Lilligant,dragon,1.0
Lilligant,dark,1.0
Lilligant,fairy,1.0
Basculin,normal,1.0
Basculin,fighting,1.0
Basculin,flying,1.0
Basculin,poison,1.0
Basculin,ground,1.0
Basculin,rock,1.0
Basculin,bug,1.0
Basculin,ghost,1.0
Basculin,steel,0.625
Basculin,fire,0.625
Basculin,water,0.625
Basculin,grass,1.6
Basculin,electric,1.6
Basculin,psychic,1.0
Basculin,ice,0.625
Basculin,dragon,1.0
Basculin,dark,1.0
Basculin,fairy,1.0
Sandile,normal,1.0
Sandile,fighting,1.6
Sandile,flying,1.0
Sandile,poison,0.625
Sandile,ground,1.0
Sandile,rock,0.625
Sandile,bug,1.6
Sandile,ghost,0.625
Sandile,steel,1.0
Sandile,fire,1.0
Sandile,water,1.6
Sandile,grass,1.6
Sandile,electric,0.391
Sandile,psychic,0.391
Sandile,ice,1.6
Sandile,dragon,1.0
Sandile,dark,0.625
Sandile,fairy,1.6
